Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Getting started with Visual Studio for Windows 10 app development,https://docs.microsoft.com/en-us/learn/modules/get-started-with-visual-studio-for-windows10-app-dev/,5,"1,471","5,404",27.14%,939,127,137,,149.9475,12.25728883,65,4.5,12,,,windows,developer,beginner,jken,johnkennedy
Getting started with Vue CLI and single-file components in Vue.js.,https://docs.microsoft.com/en-us/learn/modules/vue-cli-components/,11,761,"4,210",22.13%,489,54,57,,100.3772222,15.84903509,48,4.888888889,9,,,azure-app-service-static;vs-code,student;developer,intermediate,chnoring,GeekTrainer
Getting started with your Teams upgrade,https://docs.microsoft.com/en-us/learn/modules/m365-teams-upgrade-getting-started/,6,455,"2,210",52.69%,334,88,88,2,16.47,4.353303965,20,4.375,8,,,m365;office-365;office-teams,administrator,intermediate,teleary,temanteleary
GitHub administration for enterprise support and adoption,https://docs.microsoft.com/en-us/learn/modules/github-administration-for-enterprise-support-adoption/,7,116,770,51.52%,66,17,15,,16.02694444,16.5795977,65,5,1,,,github,devops-engineer;developer;solution-architect,intermediate,aastewar,a-a-ron
Give and receive effective feedback,https://docs.microsoft.com/en-us/learn/modules/give-receive-effective-feedback/,8,253,"1,510",55.56%,181,50,51,1,23.93333333,11.3968254,36,4.5,8,,,azure;vs-code,developer;student,beginner,chnoring,interurban
Go to market through the commercial marketplace,https://docs.microsoft.com/en-us/learn/modules/go-to-market-commercial-marketplace/,8,748,"3,750",50.26%,392,98,108,,55.58166667,8.964784946,31,5,6,,,azure;azure-marketplace;dynamics-365;m365;office-365;power-platform,business-user;business-owner;technology-manager;administrator,beginner,maevan,MarlEva
Going beyond Keras - customizing with TensorFlow,https://docs.microsoft.com/en-us/learn/modules/intro-machine-learning-tensorflow/,8,94,400,56.52%,46,13,14,,7.373611111,9.413120567,61,,,7,5,azure,data-scientist;developer;student,beginner,bstollnitz,bstollnitz
Govern information in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-information-govern-information/,8,"5,952","55,729",92.80%,"5,572","2,564","2,971",10,582.2147222,11.76191358,59,4.8,95,,,m365;office-365,administrator,intermediate,beccarobins,beccarobins
Grow your cognitive flexibility,https://docs.microsoft.com/en-us/learn/modules/grow-cognitive-flexibility/,9,257,"1,486",47.50%,161,38,41,,28.525,13.37109375,33,4,5,,,azure;vs-code,developer;student,beginner,chnoring,interurban
Handle errors in Rust,https://docs.microsoft.com/en-us/learn/modules/rust-error-handling/,8,688,"4,624",37.60%,521,97,95,,119.2191667,20.97697947,34,4.4,10,,,vs-code;azure,student;developer,beginner,chnoring,meaghanlewis
Handle events with Azure Functions and Azure Cosmos DB SQL API change feed,https://docs.microsoft.com/en-us/learn/modules/handle-events-azure-functions-azure-cosmos-db-sql-api-change-feed/,7,8,26,100.00%,2,1,1,,0.1175,1.7625,46,,,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Handle transient errors in your app,https://docs.microsoft.com/en-us/learn/modules/handle-transient-errors-in-your-app/,10,114,356,15.00%,40,3,4,,2.805555556,2.953216374,59,,,2,1,azure,developer,beginner,robmcm,rmcmurray
Handle variables in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-variables/,9,"2,444","12,374",23.03%,"1,732",199,194,1,236.2344444,11.61808743,68,4.9375,16,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Handle variables in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/winautomation-variables/,9,146,944,58.33%,96,28,28,,11.8,9.698630137,40,5,1,,,power-automate;power-platform,maker;developer;functional-consultant,beginner,marleon,mariosleon
Hardening Windows Server,https://docs.microsoft.com/en-us/learn/modules/harden-windows-server/,8,400,"1,076",11.29%,124,7,10,,23.49972222,7.049916667,24,,,,,windows-server,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Harness business intelligence with Microsoft 365 analytics and reporting,https://docs.microsoft.com/en-us/learn/modules/harness-business-intelligence-with-microsoft-365-analytics-reporting/,6,"7,909","54,826",84.29%,"6,821","2,876","3,168",1,519.1288889,7.889496792,19,4.833333333,228,,,m365;office-365,business-owner;business-user,beginner,dahans,wwlpublish
Herramientas de Aprendizaje Accesibles en PowerPoint – Flipped Classroom y Presentación,https://docs.microsoft.com/en-us/learn/modules/accesibilidad-powerpoint-parte2/,8,60,378,50.00%,32,8,8,,3.904166667,7.808333333,28,4,3,,,office-365;office-powerpoint,higher-ed-educator,intermediate,abdewees,mec-sa
Herramientas de Aprendizaje accesibles en PowerPoint – Lenguaje y learning tools,https://docs.microsoft.com/en-us/learn/modules/accesibilidad-powerpoint-parte-1/,9,18,82,40.00%,10,2,2,,3.4825,23.21666667,42,,,,,office-365;office-powerpoint,k-12-educator;school-leader,beginner,abdewees,mec-sa
Host a web application with Azure App Service,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service/,8,"46,246","538,429",52.84%,"39,041","10,266","11,755",20,5606.669722,14.58677406,31,4.783300199,503,"14,807","11,254",azure;azure-app-service;azure-portal,developer;solution-architect;student,beginner,nickwalk,nickwalkmsft
Host your domain on Azure DNS,https://docs.microsoft.com/en-us/learn/modules/host-domain-azure-dns/,7,"21,249","175,101",84.31%,"19,135","7,993","9,198",12,2570.475833,14.59668276,43,4.827272727,440,"3,167","2,905",azure;azure-dns,administrator,beginner,cwatson,cwatson-cat
Host your own build agent in Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/host-build-agent/,7,"2,963","16,652",42.94%,"2,181",465,514,,393.4361111,15.97169599,59,4.821428571,28,329,245,azure-devops;azure,devops-engineer;administrator;developer;solution-architect,intermediate,thpetche,tpetchel
How to build a basic chatbot,https://docs.microsoft.com/en-us/learn/modules/how-build-basic-chatbot/,8,"9,445","77,838",64.41%,"7,993","2,563","2,599",20,1169.870833,14.93134439,36,4.761316872,243,,,power-platform;power-virtual-agents,business-analyst;developer;maker,beginner,chsims,wwlpublish
How to build a canvas app,https://docs.microsoft.com/en-us/learn/modules/build-app-solution/,7,"19,978","136,708",49.44%,"17,454","4,301","4,268",17,3440.389722,20.75441216,56,4.736292428,383,,,power-apps;power-platform,business-analyst;business-user,beginner,chsims,wwlpublish
How to build a model-driven app,https://docs.microsoft.com/en-us/learn/modules/how-build-model-driven-app/,8,"13,408","112,205",60.82%,"11,479","3,463","3,495",13,3209.488056,28.89695128,77,4.513793103,290,,,power-apps;power-platform,business-analyst;developer;maker,beginner,chsims,wwlpublish
How to build a simple dashboard,https://docs.microsoft.com/en-us/learn/modules/build-simple-dashboard/,8,"18,720","129,457",41.75%,"15,775","3,296","3,251",6,2219.413056,14.2896001,41,4.768867925,212,,,power-bi,business-analyst;business-user,beginner,chsims,wwlpublish
How to build an automated solution,https://docs.microsoft.com/en-us/learn/modules/build-automated-solution/,8,"14,060","107,702",52.49%,"12,108","3,158","3,190",7,2737.73,23.46625714,78,4.580487805,205,,,dynamics-365;dynamics-finance-operations;power-platform,business-user,beginner,chsims,wwlpublish
How to build the UI in a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/modules/how-to-build-ui-canvas-app/,9,"3,421","19,660",55.14%,"1,875",515,504,2,350.4355556,12.33928013,51,4.770833333,48,,,power-platform;power-apps,functional-consultant;maker,intermediate,dbeasley,DaveBeasley
How to create and modify a Git project,https://docs.microsoft.com/en-us/learn/modules/create-git-project/,7,"1,077","8,412",54.44%,882,239,260,1,167.5933333,18.79551402,31,4.576923077,26,109,101,vs,developer,beginner,chnoring,mshumba
How to get noticed,https://docs.microsoft.com/en-us/learn/modules/career-get-noticed/,8,711,"4,096",22.29%,629,70,61,,119.8994444,20.26469484,17,4.888888889,9,,,vs-code,developer;student,beginner,chnoring,gcordido
Hunt for threats using notebooks in Microsoft Sentinel,https://docs.microsoft.com/en-us/learn/modules/perform-threat-hunting-sentinel-with-notebooks/,7,804,"6,088",81.82%,728,297,368,1,52.91138889,7.916916043,31,4.722222222,18,,,azure;azure-sentinel,security-operations-analyst,intermediate,bneeb,wwlpublish
Hybrid learning for the adolescent learner,https://docs.microsoft.com/en-us/learn/modules/hybrid-learning-for-the-adolescent-learner/,10,96,504,73.91%,46,17,19,1,4.073333333,5.091666667,60,5,1,,,office-teams;office-onenote;sway,k-12-educator;school-leader,beginner,abdewees,mec-sa
Hybrid learning in the intermediate classroom,https://docs.microsoft.com/en-us/learn/modules/hybrid-learning-intermediate-classroom/,9,66,352,86.67%,30,13,15,,1.334166667,2.425757576,49,,,,,office-teams;office-onenote,k-12-educator;school-leader,beginner,abdewees,mec-sa
Hybrid learning in the primary classroom,https://docs.microsoft.com/en-us/learn/modules/hybrid-learning-primary-classroom/,9,60,376,94.12%,34,16,18,,1.126388889,2.252777778,46,5,2,,,office-teams;office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
Hybrid learning: A new model for the future of learning,https://docs.microsoft.com/en-us/learn/modules/hybrid-learning-a-new-model-for-the-future-of-learning/,13,186,"1,640",48.21%,112,27,28,1,10.50472222,6.777240143,60,5,5,,,office-teams;office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
Identify and configure batch attributes for process manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/identify-configure-batch-attributes-process-manufacturing-dyn365-supply-chain-mgmt/,11,332,"2,820",48.28%,234,56,63,1,42.09777778,15.30828283,145,4.571428571,7,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Identify anomalies by routing data via IoT Hub to a built-in ML model in Azure Stream Analytics,https://docs.microsoft.com/en-us/learn/modules/data-anomaly-detection-using-azure-iot-hub/,9,746,"7,314",54.02%,526,141,146,,150.3333333,24.31266846,66,3.6,5,89,63,azure-iot;azure-iot-hub;azure-stream-analytics;azure-storage;power-bi,developer,beginner,cahowd,PeterTurcan
Identify data integration patterns and scenarios in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/integration-patterns-finance-operations/,6,"1,201","9,110",71.62%,"1,052",376,389,,109.7333333,10.99165275,47,4.823529412,17,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer;solution-architect,intermediate,cstorega,cstorega
Identify Exceptions with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/modules/identify-exceptions-with-connected-field-service/,8,72,364,62.50%,32,10,11,,2.31,3.85,93,,,,,dynamics-365;dynamics-field-service;azure;azure-iot-central,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Identify functional table types and characteristics in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/identify-table-types/,12,319,"2,748",35.14%,222,39,32,,82.83666667,31.2591195,73,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Identify general capabilities of Microsoft Dynamics 365  Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/identify-general-capabilities-of-microsoft-dynamics/,9,"1,659","15,732",51.77%,"1,420",366,360,5,586.0736111,42.57193301,38,4.666666667,27,,,dynamics-365;dynamics-scm,business-owner;business-user;functional-consultant;student,beginner,ceabrams,wwlpublish
Identify governing practices for responsible AI,https://docs.microsoft.com/en-us/learn/modules/responsible-ai-governing-practices/,6,488,"3,086",79.80%,396,158,164,1,43.17083333,10.61577869,35,4.923076923,13,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate,japerena,Adriamen
Identify governing practices for responsible AI in government,https://docs.microsoft.com/en-us/learn/modules/responsible-ai-governing-practices-government/,7,261,"1,360",73.49%,166,61,63,,9.746944444,4.498589744,42,4.7,10,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate,japerena,Adriamen
Identify guiding principles for responsible AI,https://docs.microsoft.com/en-us/learn/modules/responsible-ai-principles/,9,"3,173","16,272",35.56%,"2,348",416,432,8,271.5741667,10.29990518,56,4.761904762,42,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate,japerena,Adriamen
Identify key phrases with AI Builder,https://docs.microsoft.com/en-us/learn/modules/get-started-with-ai-builder-key-phrase-extraction/,5,757,"4,184",75.93%,648,246,250,,37.21722222,5.907495591,52,4.5,4,,,ai-builder;power-platform;power-automate,business-user;maker,beginner,robde,heyrob
Identify licensing options available in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/identify-licensing-options-available-microsoft-365/,9,"5,496","52,963",73.58%,"5,068","1,860","1,949",6,607.0169444,13.27780411,16,4.840336134,119,,,m365;office-365,business-owner;business-user,beginner,dahans,wwlpublish
Identify project lifecycle management capabilities in Microsoft Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/modules/identify-project-operations-capabilities/,9,759,"6,562",62.31%,663,205,196,,150.7027778,23.98452697,36,4.846153846,13,,,dynamics-365;dynamics-project-operations,business-owner;business-user;functional-consultant;student,beginner,ceabrams,wwlpublish
Identify SAP HANA on Azure (Large Instances) certified offerings,https://docs.microsoft.com/en-us/learn/modules/identify-sap-hana-azure-large-instances-certified-offerings/,11,85,674,41.18%,69,14,15,,3.666666667,5.238095238,47,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Identify SAP-certified configurations,https://docs.microsoft.com/en-us/learn/modules/identify-sap-certified-configurations/,9,76,556,66.67%,42,14,16,1,4.218055556,6.660087719,31,5,1,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Identify security threats with Microsoft Defender for Cloud,https://docs.microsoft.com/en-us/learn/modules/identify-threats-with-azure-security-center/,7,"1,815","12,434",86.03%,"1,605",690,747,2,89.20138889,5.900863653,43,4.878787879,33,,,azure;azure-security-center,security-engineer,beginner,adsteven,adrianstevens
Identify technical debt,https://docs.microsoft.com/en-us/learn/modules/identify-technical-debt/,9,,,,,,,,,,17,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Identify the language of text with AI Builder,https://docs.microsoft.com/en-us/learn/modules/get-started-with-ai-builder-language-detection/,5,717,"3,926",78.83%,615,242,254,,23.46666667,3.932960894,27,5,4,,,ai-builder;power-platform;power-automate,maker;business-user,beginner,robde,heyrob
Identify the tasks of a data engineer in a cloud-hosted architecture,https://docs.microsoft.com/en-us/learn/modules/data-engineering-processes/,5,"6,280","36,062",68.49%,"5,273","1,802","1,758",,1039.915833,19.95361369,25,4.789189189,185,,,azure,data-engineer,beginner,chtestao,wwlpublish
Identify threats with User and Entity Behavior Analytics in Microsoft Sentinel,https://docs.microsoft.com/en-us/learn/modules/use-entity-behavior-analytics-azure-sentinel/,6,896,"5,822",85.53%,790,337,409,,46.94361111,6.301155854,27,4.761904762,21,,,azure;azure-sentinel,security-operations-analyst,intermediate,bneeb,wwlpublish
Image classification using Azure Sphere,https://docs.microsoft.com/en-us/learn/modules/image-classification-azure-sphere/,14,165,"1,300",58.00%,101,29,31,,7.639722222,5.59004065,68,,,,,azure-iot-edge,ai-edge-engineer,intermediate,chnoring,leestott
Implement a code workflow in your build pipeline by using Git and GitHub,https://docs.microsoft.com/en-us/learn/modules/implement-code-workflow/,10,"3,081","25,309",58.35%,"2,270",657,726,2,493.1836111,19.35318291,87,4.603773585,53,,,azure-devops,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Implement a hybrid file server infrastructure,https://docs.microsoft.com/en-us/learn/modules/implement-hybrid-file-server-infrastructure/,12,"7,121","95,303",84.94%,"6,559","2,792","3,541",4,1121.586111,18.94571134,92,4.848101266,158,,,azure;azure-cloud-shell;azure-portal;azure-storage;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Implement a non-relational data model,https://docs.microsoft.com/en-us/learn/modules/implement-non-relational-data-model/,9,56,496,71.43%,42,15,22,1,3.183333333,6.821428571,57,,,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Implement a performance strategy for Dynamics 365 solutions,https://docs.microsoft.com/en-us/learn/modules/solution-performance/,7,312,"1,880",72.28%,202,73,76,,27.25055556,10.48098291,66,4.2,5,,,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,solution-architect;functional-consultant,advanced,cstorega,cstorega
Implement a pipeline strategy,https://docs.microsoft.com/en-us/learn/modules/implement-pipeline-strategy/,6,2,2,NaN,0,0,1,,0,0,12,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement a versioning strategy,https://docs.microsoft.com/en-us/learn/modules/implement-versioning-strategy/,10,2,2,NaN,0,0,2,,0.000277778,0.016666667,17,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement A/B testing and progressive exposure deployment,https://docs.microsoft.com/en-us/learn/modules/implement-test-progressive-exposure-deployment/,6,2,4,NaN,0,0,1,,0.000277778,0.016666667,14,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement AI in your organization,https://docs.microsoft.com/en-us/learn/modules/implement-ai-organization/,9,507,"3,044",52.17%,322,84,78,1,52.27972222,12.3983531,56,5,2,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate,rawortma,RWortmanMorris
Implement and deploy SAP HANA on Azure (Large Instances),https://docs.microsoft.com/en-us/learn/modules/implement-deploy-sap-hana-azure-large-instances/,8,40,276,68.75%,32,11,13,,1.3725,4.1175,31,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Implement and manage Active Directory Certificate Services,https://docs.microsoft.com/en-us/learn/modules/implement-manage-active-directory-certificate-services/,8,"4,280","19,032",33.33%,"2,266",377,381,,537.0638889,15.08606429,56,4.757575758,33,,,windows-server,administrator;security-engineer;solution-architect,intermediate,tonyj,wwlpublish
Implement and manage external identities,https://docs.microsoft.com/en-us/learn/modules/implement-manage-external-identities/,12,"9,459","118,736",79.94%,"8,554","3,391","4,002",11,1711.106667,21.77442206,60,4.81025641,195,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,roberts,wwlpublish
Implement and manage hybrid identity,https://docs.microsoft.com/en-us/learn/modules/implement-manage-hybrid-identity/,11,"9,731","111,301",75.62%,"8,807","3,306","3,925",17,2251.776944,27.85129183,70,4.841860465,215,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,roberts,wwlpublish
Implement and manage networking for Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/modules/implement-manage-networking-azure-virtual-desktop/,9,,,,,,,,,,53,,,,,azure;azure-virtual-desktop;azure-virtual-machines,administrator;solution-architect,intermediate,bradj,wwlpublish
Implement and manage storage for Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/modules/implement-manage-storage-azure-virtual-desktop/,8,,,,,,,,,,41,,,,,azure;azure-virtual-desktop;azure-virtual-machines,administrator;solution-architect,intermediate,bradj,wwlpublish
Implement and monitor the integration of enterprise apps for SSO,https://docs.microsoft.com/en-us/learn/modules/implement-monitor-integration-of-enterprise-apps-for-sso/,9,"6,068","64,520",90.95%,"5,688","2,572","3,063",6,606.6688889,12.00928187,38,4.775510204,98,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,roberts,wwlpublish
Implement Ansible,https://docs.microsoft.com/en-us/learn/modules/implement-ansible/,11,2,6,NaN,0,0,1,,0.001388889,0.083333333,25,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement app registration,https://docs.microsoft.com/en-us/learn/modules/implement-app-registration/,10,"6,246","70,669",89.37%,"5,773","2,564","3,077",,680.7466667,13.09547932,54,4.8,145,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,roberts,wwlpublish
Implement app security best practices with Cloud Access Security Brokers,https://docs.microsoft.com/en-us/learn/modules/microsoft-cloud-app-security-brokers/,5,240,"1,080",78.57%,169,66,68,,17.43527778,8.790896359,15,5,1,,,m365-ems-cloud-app-security,administrator,beginner,beccarobins,beccarobins
Implement application configuration,https://docs.microsoft.com/en-us/learn/modules/implement-application-configuration/,6,2,2,NaN,0,0,,,0.000555556,0.033333333,17,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement application lifecycle management in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/application-lifecycle-finance-operations/,6,"2,003","13,854",76.73%,"1,449",554,601,1,156.7380556,9.41369703,55,4.774193548,31,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer;functional-consultant;solution-architect;administrator,advanced,cstorega,cstorega
Implement applications in Azure AD,https://docs.microsoft.com/en-us/learn/modules/implement-applications-azure-ad/,7,550,"3,904",58.85%,486,143,157,,92.45,20.17090909,27,4.666666667,6,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Implement authentication by using the Microsoft Authentication Library,https://docs.microsoft.com/en-us/learn/modules/implement-authentication-by-using-microsoft-authentication-library/,6,447,"2,468",66.46%,324,107,124,1,33.78055556,9.12987988,25,4.714285714,7,,,azure-sdks,developer,intermediate,jeffko,wwlpublish
Implement Azure AD Connect,https://docs.microsoft.com/en-us/learn/modules/implement-azure-ad-connect/,6,"1,720","11,242",84.16%,"1,492",627,678,1,133.1597222,9.301028328,28,4.764705882,34,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Implement Azure App Configuration,https://docs.microsoft.com/en-us/learn/modules/implement-azure-app-configuration/,7,329,"2,426",70.92%,284,100,111,,35.98138889,13.24468303,21,4.333333333,6,,,azure-app-configuration,developer,intermediate,jeffko,wwlpublish
Implement Azure App Service on Kubernetes with Azure Arc,https://docs.microsoft.com/en-us/learn/modules/configure-application-kubernetes-arc/,8,229,946,27.27%,89,12,12,,22.52638889,11.85599415,62,5,1,,,azure;azure-arc;azure-kubernetes-service,administrator;developer;devops-engineer;security-engineer;solution-architect;student,advanced,jumcn,jamcneil
Implement Azure Backup for SAP workloads on Azure VMs,https://docs.microsoft.com/en-us/learn/modules/implement-azure-backup-sap-workloads-azure-virtual-machines/,6,170,988,59.38%,128,38,39,,19.27472222,13.60568627,20,5,1,,,azure,administrator;solution-architect,intermediate,eric,wwlpublish
Implement Azure Cosmos DB SQL API point operations,https://docs.microsoft.com/en-us/learn/modules/implement-azure-cosmos-db-sql-api-point-operations/,10,64,652,64.29%,56,18,22,2,1.781944444,3.341145833,45,,,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Implement Azure Key Vault,https://docs.microsoft.com/en-us/learn/modules/implement-azure-key-vault/,7,576,"3,472",54.24%,476,128,127,1,54.18222222,11.36689977,21,4.666666667,9,,,azure-key-vault,developer,intermediate,jeffko,wwlpublish
Implement Azure Kubernetes Service (AKS),https://docs.microsoft.com/en-us/learn/modules/implement-azure-kubernetes-service/,12,,,,,,,,,,22,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement Azure Monitoring for SAP workloads on Azure VMs,https://docs.microsoft.com/en-us/learn/modules/implement-azure-monitoring-sap-workloads-azure-virtual-machines/,7,185,"1,232",58.67%,150,44,45,,22.71916667,14.81684783,23,5,1,,,azure,administrator,intermediate,eric,wwlpublish
Implement Azure VM-based SAP solutions,https://docs.microsoft.com/en-us/learn/modules/implement-azure-vm-based-sap-solutions/,9,311,"1,950",39.84%,246,49,46,,36.265,14.03806452,61,4,1,,,azure,administrator,advanced,bradj,wwlpublish
Implement backup and restore for Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/modules/implement-backup-restore-for-azure-cosmos-db-sql-api/,7,,,,,,,,,,42,,,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Implement blue-green deployment and feature toggles,https://docs.microsoft.com/en-us/learn/modules/implement-blue-green-deployment-feature-toggles/,8,2,2,NaN,0,0,1,,0,0,22,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
"Implement business continuity, disaster recovery, and backup for SAP HANA on Azure (Large Instances)",https://docs.microsoft.com/en-us/learn/modules/implement-business-continuity-disaster-recovery-backup/,7,54,386,73.68%,38,14,15,1,4.473888889,9.941975309,26,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Implement canary releases and dark launching,https://docs.microsoft.com/en-us/learn/modules/implement-canary-releases-dark-launching/,6,2,2,NaN,0,0,2,,0.000555556,0.033333333,11,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement change tracking and file integrity monitoring for Windows IaaS VMs,https://docs.microsoft.com/en-us/learn/modules/implement-change-tracking-file-integrity-monitoring/,9,"5,962","65,910",89.96%,"5,655","2,546","3,254",7,543.4158333,10.95596438,50,4.841269841,126,,,azure;azure-cloud-shell;azure-monitor;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Implement CI/CD for IoT Edge,https://docs.microsoft.com/en-us/learn/modules/implement-cicd-iot-edge/,8,343,"1,544",40.91%,176,36,39,,19.26694444,6.760331384,54,,,,,azure-iot-edge,ai-edge-engineer,intermediate,chnoring,leestott
Implement CI/CD with Azure DevOps,https://docs.microsoft.com/en-us/learn/modules/implement-ci-cd-azure-devops/,5,"2,076","9,724",51.71%,"1,470",379,391,1,220.9202778,12.80697262,28,4.888888889,9,,,azure-databricks,data-engineer,intermediate,b-dstrodtman,b-dstrod
Implement common integration features in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/implement-common-integration-features-finance-ops/,12,790,"8,652",46.15%,628,144,151,,1744.348889,266.3128075,119,3.875,8,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;administrator,advanced,cstorega,cstorega
Implement compliance controls for sensitive data,https://docs.microsoft.com/en-us/learn/modules/implement-compliance-controls-sensitive-data/,7,"4,816","38,216",90.80%,"4,416","1,994","2,132",,346.1469444,8.646468221,35,4.881118881,143,,,azure;azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator,intermediate,kadelane,wwlpublish
