Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
Onboard and manage users of Calling for Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/m365-teams-calling-onboard-manage-users/,5,122,456,66.20%,71,47,47,,12.76805556,6.279371585,26,5,4,,,office-teams;m365,administrator,advanced
Explore threat intelligence in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/introduction-to-microsoft-365-threat-intelligence/,11,72,453,36.73%,49,18,20,,18.64027778,15.53356481,49,5,1,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Manage leave and absence in Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/modules/hr-leave-absence/,10,67,452,33.33%,39,13,13,,11.18222222,10.01393035,65,,,,,dynamics-365;dynamics-human-resources,functional-consultant;business-user,beginner
Adjust exchange rates in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/adjust-exchange-rates-dynamics-365-business-central/,5,124,449,24.71%,85,21,20,,10.38138889,5.023252688,36,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Build a Web App with Refreshable Machine Learning Models,https://docs.microsoft.com/en-us/learn/modules/create-web-app-with-refreshable-models/,11,98,449,27.50%,40,11,11,,7.242222222,4.434013605,82,5,2,,,azure;azure-cognitive-services;azure-web-apps,developer;ai-engineer,intermediate
Encrypt public sector data in Azure,https://docs.microsoft.com/en-us/learn/modules/encrypt-sector-data/,7,53,449,55.00%,40,22,19,,1.819166667,2.059433962,26,5,3,,,azure;azure-key-vault;azure-application-gateway;azure-active-directory;azure-virtual-network;azure-expressroute;azure-storage;azure-vpn-gateway;azure-sql-database;azure-disk-encryption,business-user,intermediate
Explore archiving in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/explore-archiving-microsoft-365/,7,102,449,37.50%,64,24,23,,16.65,9.794117647,28,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Automate email handling in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/automating-email-handling/,7,96,448,37.68%,69,26,25,,6.739166667,4.211979167,31,5,4,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Get started with the Engineering Change Management Add-in for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/get-started-engineering-change-management/,15,66,447,28.00%,50,14,12,,9.088055556,8.261868687,115,5,1,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate
Handle variables in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/winautomation-variables/,9,62,447,44.00%,50,22,20,,10.15527778,9.827688172,40,5,2,,,power-automate;power-platform,maker;developer;functional-consultant,beginner
Learn Microsoft Compliance Manager concepts,https://docs.microsoft.com/en-us/learn/modules/compmgmt-learn-concepts/,7,74,445,64.15%,53,34,33,,9.988888889,8.099099099,42,5,4,,,m365;office-365,administrator,intermediate
Organize and simplify Power BI fields for Tableau users,https://docs.microsoft.com/en-us/learn/modules/power-bi-tableau-organize-fields/,6,94,445,51.52%,66,34,33,,15.47472222,9.87748227,52,2.5,2,,,power-platform;power-bi,business-user;maker,beginner
Virtualize computing power,https://docs.microsoft.com/en-us/learn/modules/cmu-virtualize-computing-power/,6,89,443,61.82%,55,34,37,1,25.06083333,16.89494382,33,4.5,2,,,azure,developer;student,beginner
Explore the Microsoft Search user experience and how to enable and configure it for your devices,https://docs.microsoft.com/en-us/learn/modules/explore-microsoft-search-user-experience/,6,81,442,80.65%,62,50,53,,2.943333333,2.180246914,22,5,3,,,m365;office-365,administrator,intermediate
Implement change tracking and file integrity monitoring for Windows IaaS VMs,https://docs.microsoft.com/en-us/learn/modules/implement-change-tracking-file-integrity-monitoring/,9,110,437,40.00%,55,22,24,,7.455277778,4.066515152,50,5,3,,,azure;azure-cloud-shell;azure-monitor;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate
Transcribe large amounts of audio data with Batch Transcription,https://docs.microsoft.com/en-us/learn/modules/intro-to-batch-transcription/,7,139,436,10.91%,110,12,13,,11.45138889,4.943045564,35,5,1,79,77,azure;azure-cognitive-services;azure-speech-text,ai-engineer;developer;solution-architect;student,beginner
Transition from Skype for Business to Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/transition-from-skype-for-business-to-microsoft-teams/,7,56,436,76.09%,46,35,38,2,3.241944444,3.473511905,38,5,1,,,m365;office-teams,administrator,intermediate
Manage Azure Stack HCI clusters,https://docs.microsoft.com/en-us/learn/modules/manage-azure-stack-hci-clusters/,10,84,435,36.21%,58,21,21,1,15.19972222,10.85694444,61,5,1,,,azure,devops-engineer;security-engineer;solution-architect;student;technology-manager,intermediate
Manage groups in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/manage-groups-microsoft-365/,6,101,435,55.17%,58,32,32,,16.15,9.594059406,21,5,2,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate
Dispose of fixed assets in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/dispose-fixed-assets/,6,85,434,28.57%,70,20,18,,9.011944444,6.361372549,29,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Run clustered applications on Azure with shared disks,https://docs.microsoft.com/en-us/learn/modules/run-clustered-applications-azure-shared-disks/,7,173,434,12.63%,95,12,12,,9.199166667,3.190462428,56,5,1,57,57,azure;azure-storage-accounts,administrator;developer;devops-engineer;data-engineer;security-engineer,intermediate
Explore password management in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/explore-password-management-microsoft-365/,9,115,433,36.54%,52,19,22,,15.7525,8.218695652,35,4.666666667,3,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate
Plan your migration to Microsoft Endpoint Manager,https://docs.microsoft.com/en-us/learn/modules/paths-to-modern-endpoint-management/,8,114,433,47.83%,46,22,19,,17.54666667,9.235087719,21,,,,,mem;m365,administrator,beginner
Certify and create open-source a Power Automate custom connector,https://docs.microsoft.com/en-us/learn/modules/open-source-connectors/,6,72,432,80.00%,50,40,38,,4.003888889,3.336574074,26,5,2,,,power-automate;power-platform,maker,intermediate
Deploy Azure Databricks models in Azure Machine Learning,https://docs.microsoft.com/en-us/learn/modules/deploy-azure-databricks-models-azure-machine-learning/,8,51,432,80.00%,40,32,32,2,3.858333333,4.539215686,24,5,3,,,azure-databricks,data-scientist,intermediate
Explore reporting in the Microsoft 365 security services,https://docs.microsoft.com/en-us/learn/modules/explore-reporting-microsoft-365-security-services/,12,66,431,69.70%,33,23,23,,8.448055556,7.680050505,37,5,3,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Explore Windows Autopilot deployment models,https://docs.microsoft.com/en-us/learn/modules/implement-windows-autopilot/,10,81,431,52.63%,38,20,24,1,18.895,13.9962963,37,4.333333333,3,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
"Troubleshoot audio, video, and client issues",https://docs.microsoft.com/en-us/learn/modules/troubleshoot-audio-video-client-issues/,10,53,431,74.36%,39,29,30,5,4.178611111,4.730503145,54,5,2,,,m365;office-teams,administrator,intermediate
Set up assembly management in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-assembly-management-dynamics-365-business-central/,4,85,430,45.83%,72,33,32,,23.68416667,16.71823529,26,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Scripting in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/scripting/,6,113,429,36.92%,65,24,24,,10.98888889,5.83480826,33,5,2,,,power-automate;power-platform,maker;functional-consultant;developer,advanced
Work with jobs and resources in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/work-with-jobs-and-resources/,5,85,429,52.17%,69,36,30,,13.485,9.518823529,21,4,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Enroll devices to Mobile Device Management,https://docs.microsoft.com/en-us/learn/modules/enroll-devices-to-mobile-device-management/,9,79,428,54.55%,44,24,23,,11.03055556,8.377637131,32,5,1,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Generate a Loss prevention report in Dynamics 365 Fraud Protection,https://docs.microsoft.com/en-us/learn/modules/loss-prevention-report-fraud-protection/,8,76,426,75.61%,41,31,32,,5.291388889,4.177412281,57,5,3,,,dynamics-365;dynamics-fraud-protection;dynamics-commerce,business-user;functional-consultant,intermediate
Introduction to Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/modules/introduction-cloud-app-security/,6,104,425,49.25%,67,33,34,2,15.06,8.688461538,31,5,3,,,m365-ems-cloud-app-security,administrator,beginner
Explore Data Loss Prevention in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/explore-data-loss-prevention-microsoft-365/,9,85,423,58.97%,39,23,21,,18.92305556,13.35745098,45,5,3,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Extend Dataverse with Power Automate,https://docs.microsoft.com/en-us/learn/modules/extend-dataverse-power-automate/,7,71,421,67.35%,49,33,33,,6.416111111,5.422065728,12,,,,,power-platform;power-automate;common-data-service,maker;developer,intermediate
Send an SMS message from a C# console application with Azure Communication Services,https://docs.microsoft.com/en-us/learn/modules/communication-service-send-sms-console-app/,5,136,421,28.36%,67,19,18,,9.571388889,4.222671569,9,,,,,azure-communication-services;azure,developer;student,beginner
Storage and network virtualization,https://docs.microsoft.com/en-us/learn/modules/cmu-storage-network-virtualization/,7,88,421,65.45%,55,36,37,,9.963333333,6.793181818,54,,,,,azure,developer;student,beginner
Explore security solutions in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/introduction-to-security-solutions-microsoft-365/,8,79,419,65.85%,41,27,26,1,11.49222222,8.728270042,36,5,3,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Set up Cross-Origin Resource Sharing for your website and storage assets,https://docs.microsoft.com/en-us/learn/modules/set-up-cors-website-storage/,10,163,419,5.22%,115,6,6,,7.668611111,2.822801636,60,,,68,67,azure;azure-clis;azure-cloud-shell;azure-storage,administrator;developer;solution-architect,beginner
Configure WinAutomation options,https://docs.microsoft.com/en-us/learn/modules/winautomation-options/,9,51,418,50.00%,44,22,18,,6.371388889,7.495751634,31,5,2,,,power-automate;power-platform,maker;developer;administrator;functional-consultant,beginner
Manage customer engagement in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/manage-customer-engagement/,7,92,418,42.67%,75,32,27,,14.585,9.511956522,59,5,1,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate
Set up a company with multiple locations in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-company-multiple-locations/,9,66,418,39.13%,46,18,17,,7.478611111,6.798737374,38,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Stream internet-of-things (IoT) data to a cloud-native app with IoT Central,https://docs.microsoft.com/en-us/learn/modules/cna-stream-iot-data/,7,73,418,51.06%,47,24,22,,27.49138889,22.5956621,47,5,2,,,azure;azure-iot-central,administrator;developer;solution-architect;student,intermediate
Train a machine learning model with Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/train-machine-learning-model-azure-databricks/,7,61,418,69.57%,46,32,33,4,6.158888889,6.057923497,21,5,2,,,azure-databricks,data-scientist,intermediate
5G business models for Azure cloud technologies in enterprise,https://docs.microsoft.com/en-us/learn/modules/5g-business-models/,6,75,416,76.47%,51,39,38,2,6.420833333,5.136666667,40,4.833333333,6,,,azure-iot-edge,ai-edge-engineer,beginner
Manage serial and lot numbers on inventory in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/manage-serial-lot-numbers-inventory/,8,68,416,41.30%,46,19,20,,7.07,6.238235294,35,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Get started with Microsoft Cloud for Healthcare solutions powered by Dynamics 365,https://docs.microsoft.com/en-us/learn/modules/get-started-healthcare/,5,111,414,27.54%,69,19,17,2,26.175,14.14864865,19,5,4,,,industry-solutions;mscloud-healthcare,business-user;functional-consultant;maker,beginner
Use model-driven apps and Microsoft Dataverse with Business Central,https://docs.microsoft.com/en-us/learn/modules/use-model-driven-apps-common-data-service/,9,76,414,27.91%,43,12,12,,9.180555556,7.247807018,83,,,,,dynamics-365;dynamics-business-central,developer;functional-consultant;business-user,intermediate
Get started with Microsoft Dynamics 365 Field Service Mobile,https://docs.microsoft.com/en-us/learn/modules/implement-get-started-with-microsoft-dynamics-365-for-field-service-mobile/,8,65,412,27.27%,44,12,11,,12.92361111,11.92948718,72,5,1,,,dynamics-365;dynamics-field-service,functional-consultant,intermediate
Build an Assisted Setup in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/build-assisted-setup/,7,76,410,25.00%,44,11,10,,8.832222222,6.972807018,50,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate
Introduction to Azure HDInsight,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-hdinsight/,6,98,410,35.00%,60,21,21,,16.58388889,10.15340136,33,,,,,azure;azure-hdinsight,administrator;database-administrator;data-engineer;data-scientist,beginner
Introduction to open source database migration to Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/modules/introduction-open-source-database-migration-azure-cosmos-db/,8,70,410,55.77%,52,29,26,1,17.70833333,15.17857143,40,5,2,,,azure,data-engineer,intermediate
Introduction to Speech-to-text,https://docs.microsoft.com/en-us/learn/modules/intro-to-speech-to-text/,6,111,410,24.19%,62,15,17,,6.071388889,3.281831832,21,4,1,,,azure;azure-cognitive-services;azure-speech-text,ai-engineer;data-scientist;developer;solution-architect;student,beginner
Plan items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/plan-items-dynamics-365-business-central/,5,75,410,51.92%,52,27,25,,12.105,9.684,26,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Customize Windows Server IaaS Virtual Machine images,https://docs.microsoft.com/en-us/learn/modules/customize-windows-server-iaas-virtual-machine-images/,10,78,409,42.86%,42,18,21,,9.299444444,7.153418803,50,5,2,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate
Manage machine learning models in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/manage-machine-learning-models-azure-databricks/,7,47,409,83.33%,42,35,35,5,3.951388889,5.044326241,21,5,2,,,azure-databricks,data-scientist,intermediate
Automate the configuration of Windows Server IaaS Virtual Machines,https://docs.microsoft.com/en-us/learn/modules/automate-configuration-of-windows-server-iaas-virtual-machines/,8,109,408,26.67%,60,16,17,,16.08388889,8.85351682,49,4.5,2,,,azure;azure-clis;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate
Create a canvas app based on Business Central data,https://docs.microsoft.com/en-us/learn/modules/create-canvas-app/,9,70,408,28.89%,45,13,14,,9.333888889,8.00047619,73,,,,,dynamics-365;dynamics-business-central,developer;functional-consultant;business-user,intermediate
Explore identity synchronization,https://docs.microsoft.com/en-us/learn/modules/introduction-to-identity-synchronization/,7,71,408,44.90%,49,22,24,,25.32888889,21.40469484,22,5,1,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate
Use Resource Scheduling Optimization for Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/modules/leveraging-resource-scheduling-optimization/,7,104,407,40.00%,55,22,22,,22.70972222,13.10176282,81,5,2,,,dynamics-365;dynamics-field-service,business-user;functional-consultant,intermediate
Create a chat bot to help students learn with Azure Bot Services,https://docs.microsoft.com/en-us/learn/modules/responsible-bots/,12,34,406,23.08%,13,3,1,,16.76722222,29.58921569,97,,,,,azure;vs,developer;student,beginner
Introduction to Azure HPC Cache,https://docs.microsoft.com/en-us/learn/modules/introduction-azure-hpc-cache/,6,61,406,81.48%,54,44,45,,4.804444444,4.72568306,27,,,,,azure;azure-hpc-cache,administrator;technology-manager;solution-architect,beginner
Correct entries in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/correct-entries/,7,84,404,46.00%,50,23,21,1,12.59888889,8.999206349,45,5,3,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Introduction to Immersive Reader,https://docs.microsoft.com/en-us/learn/modules/intro-to-immersive-reader/,6,108,402,28.07%,57,16,12,,4.758055556,2.643364198,21,5,1,,,azure;azure-immersive-reader;azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,beginner
Accelerate your migration journey to Azure,https://docs.microsoft.com/en-us/learn/modules/accelerate-azure-migration-journey/,8,77,401,32.00%,50,16,18,,20.64222222,16.08484848,66,5,4,,,azure;azure-migrate,administrator;developer;solution-architect;auditor;business-analyst;business-owner;functional-consultant;privacy-manager;risk-practitioner;security-engineer;solution-architect;student;technology-manager,beginner
Create accessible apps with Xamarin.Forms,https://docs.microsoft.com/en-us/learn/modules/xamarin-forms-accessibility/,8,106,400,23.40%,47,11,12,,9.788333333,5.540566038,32,5,2,,,xamarin;dotnet;vs,developer,intermediate
Configure your Microsoft 365 experience,https://docs.microsoft.com/en-us/learn/modules/configure-your-microsoft-365-experience/,7,78,399,50.00%,64,32,28,,7.863611111,6.048931624,18,5,2,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate
Deploy Mobile Device Management,https://docs.microsoft.com/en-us/learn/modules/deploy-mobile-device-management/,8,61,398,62.79%,43,27,26,,11.36555556,11.17923497,35,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Handle transient errors in your app,https://docs.microsoft.com/en-us/learn/modules/handle-transient-errors-in-your-app/,10,99,398,9.64%,83,8,8,,8.626944444,5.228451178,59,5,1,60,59,azure,developer,beginner
Set up main assets and asset components in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-main-assets-components/,5,86,397,46.03%,63,29,27,,9.466944444,6.604844961,23,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Create or update records automatically in Customer Service Hub,https://docs.microsoft.com/en-us/learn/modules/auto-create-records-hub/,8,60,396,56.00%,50,28,30,2,8.127222222,8.127222222,45,5,3,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate
Accelerate high-performance computing storage by using Azure HPC Cache,https://docs.microsoft.com/en-us/learn/modules/accelerate-storage-with-hpc-cache/,7,59,395,91.49%,47,43,43,,2.531666667,2.574576271,22,,,,,azure;azure-hpc-cache,administrator;technology-manager;solution-architect,beginner
Assemble to order in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/assemble-to-order-dynamics-365-business-central/,5,77,394,56.90%,58,33,36,,17.41444444,13.56969697,47,5,1,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Build control add-in objects in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/build-control-add-ins/,8,76,394,36.17%,47,17,18,,17.46194444,13.78574561,51,,,,,dynamics-365;dynamics-business-central,developer,intermediate
Case studies for Azure Health Bot,https://docs.microsoft.com/en-us/learn/modules/health-bot-case-studies/,5,102,394,43.28%,67,29,27,2,6.950833333,4.08872549,11,5,1,,,vs,developer;student,beginner
Create compensation plans in Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/modules/create-compensation-plans/,10,65,394,44.19%,43,19,18,,10.18472222,9.401282051,60,5,1,,,dynamics-365;dynamics-human-resources,business-user,beginner
Transfer general ledger entries to cost accounting in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/transfer-gl-entries-dynamics-365-business-central/,5,74,394,41.51%,53,22,21,,10.26083333,8.319594595,29,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Data warehouse security,https://docs.microsoft.com/en-us/learn/modules/data-warehouse-security/,4,71,391,85.71%,49,42,42,,6.901944444,5.832629108,35,,,,,azure;azure-synapse-analytics,data-engineer;security-engineer,beginner
Distributed computing on the cloud: Spark,https://docs.microsoft.com/en-us/learn/modules/cmu-analytics-engines-spark/,7,90,391,54.90%,51,28,28,1,9.187222222,6.124814815,65,4.5,2,,,azure,developer;student,beginner
Set up functional locations in Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/setup-functional-locations-asset-management/,8,51,391,54.29%,35,19,17,,14.93777778,17.57385621,67,4.666666667,3,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant,intermediate
Introduction to Azure Sphere for industrial IoT connectivity,https://docs.microsoft.com/en-us/learn/modules/intro-azure-sphere-iiot-connectivity-methods/,6,70,390,80.00%,50,40,41,,7.256111111,6.21952381,35,5,4,,,azure-sphere,ai-edge-engineer,beginner
Optimize performance and costs by using Azure Disk Storage,https://docs.microsoft.com/en-us/learn/modules/optimize-performance-and-costs-using-azure-disk-storage/,6,114,389,24.53%,53,13,15,,13.19638889,6.945467836,31,5,2,,,azure;azure-storage-accounts;azure-disk-storage,administrator;developer;devops-engineer;data-engineer;solution-architect,intermediate
Optimize Power BI performance for Tableau users,https://docs.microsoft.com/en-us/learn/modules/power-bi-tableau-optimize-performance/,6,82,389,57.69%,52,30,30,,12.55722222,9.188211382,21,5,3,,,power-platform;power-bi,business-user;maker,beginner
Perform Zero ETL analytics with HDInsight Interactive Query,https://docs.microsoft.com/en-us/learn/modules/perform-zero-etl-analytics-hdinsight-interactive-query/,9,70,389,48.84%,43,21,20,1,6.061388889,5.19547619,56,,,,,azure-hdinsight,data-engineer;data-scientist,beginner
Deploy and enroll your education devices,https://docs.microsoft.com/en-us/learn/modules/education-deploy-devices/,7,62,387,75.51%,49,37,40,,14.42305556,13.9577957,28,5,2,,,m365,administrator,beginner
"Schedule crews, facilities, and resource pooling in Dynamics 365 Field Service",https://docs.microsoft.com/en-us/learn/modules/schedule-resource-pools-crew-and-facilities-urs-dynamics-field-service/,8,78,384,41.82%,55,23,23,,14.41638889,11.08952991,65,5,2,,,dynamics-365;dynamics-field-service,functional-consultant,intermediate
Integrate Azure Health Bot with a database,https://docs.microsoft.com/en-us/learn/modules/health-bot-integrated-bot/,6,53,383,67.57%,37,25,21,2,7.493333333,8.483018868,40,5,1,,,vs,developer;student,beginner
Send finance charge memos to customers in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/send-memos-dynamics-365-business-central/,6,89,381,32.76%,58,19,19,,18.86916667,12.72078652,49,5,2,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Set up job planning lines in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-job-planning-lines/,7,71,381,37.04%,54,20,19,,11.31194444,9.559389671,45,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Understand Windows Server IaaS Virtual Machine cost management,https://docs.microsoft.com/en-us/learn/modules/understand-windows-server-iaas-vm-cost-management/,8,73,379,56.52%,46,26,26,,5.574166667,4.581506849,38,5,1,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate
Simulate mouse and keyboard actions by using WinAutomation,https://docs.microsoft.com/en-us/learn/modules/mouse-keyboard/,5,122,378,27.42%,62,17,16,,7.019444444,3.452185792,50,5,2,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Compare reporting and analytics in Finance and Operations apps with Dynamics AX 2012,https://docs.microsoft.com/en-us/learn/modules/compare-analytics-ax-2012-finance-operations/,8,53,377,75.68%,37,28,31,,6.393333333,7.237735849,61,,,,,dynamics-finance-operations;dynamics-scm;dynamics-finance,solution-architect;functional-consultant;administrator,intermediate
Set up XBRL reports in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/xbrl-reports-dynamics-365-business-central/,7,70,377,43.18%,44,19,19,,10.80861111,9.26452381,46,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Design a program launch strategy,https://docs.microsoft.com/en-us/learn/modules/academic-program-certifications-design-program-launch/,6,55,376,86.67%,45,39,39,5,3.120277778,3.403939394,15,5,3,,,azure,student;developer,beginner
Simplify cloud procurement and governance with Azure Marketplace,https://docs.microsoft.com/en-us/learn/modules/simplify-cloud-procurement-governance-azure-marketplace/,6,121,375,25.93%,54,14,13,,16.91916667,8.389669421,31,4.75,4,,,azure,business-owner;technology-manager;administrator;developer,beginner
Use item journals in the warehouse in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/use-item-journals-warehouse/,7,82,375,38.46%,52,20,19,,7.872777778,5.760569106,37,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Virtualize memory,https://docs.microsoft.com/en-us/learn/modules/cmu-virtualize-memory/,6,71,374,66.04%,53,35,35,,7.711666667,6.516901408,19,,,,,azure,developer;student,beginner
Microsoft Vaccination Management overview,https://docs.microsoft.com/en-us/learn/modules/microsoft-vaccination-management-overview/,6,75,373,50.88%,57,29,20,,4.146388889,3.317111111,18,5,1,,,industry-solutions,administrator,beginner
Create transactions in e-Commerce in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/create-transactions-e-commerce/,8,52,372,40.48%,42,17,15,,5.800277778,6.692628205,69,5,1,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate
Manage devices used for education,https://docs.microsoft.com/en-us/learn/modules/education-manage-devices/,5,81,372,66.13%,62,41,42,2,13.69833333,10.14691358,24,4.75,4,,,m365,administrator,beginner
Distributed computing on the cloud: GraphLab,https://docs.microsoft.com/en-us/learn/modules/cmu-analytics-engines-graphlab/,9,55,371,75.00%,36,27,27,,3.948055556,4.306969697,63,,,,,azure,developer;student,beginner
Configure fixed asset depreciations in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-fixed-asset-depreciations/,4,77,370,61.29%,62,38,34,1,16.98666667,13.23636364,26,5,3,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Automate Deployment of SAP on Azure,https://docs.microsoft.com/en-us/learn/modules/automate-deployment-of-sap-azure/,7,73,368,50.00%,34,17,18,1,10.86027778,8.926255708,42,5,2,,,azure;azure-clis;azure-cloud-shell;azure-resource-manager;azure-sap,administrator;functional-consultant,advanced
Run algorithms on quantum hardware by using Azure Quantum,https://docs.microsoft.com/en-us/learn/modules/run-algorithms-quantum-hardware-azure-quantum/,8,88,368,18.75%,64,12,11,,8.738333333,5.957954545,25,5,2,,,azure-quantum,developer,beginner
Securing you: Basics and beyond,https://docs.microsoft.com/en-us/learn/modules/securing-you-basics-beyond/,5,79,368,53.85%,52,28,28,4,11.20083333,8.506962025,34,4.75,4,,,azure,solution-architect;administrator;developer;student;security-engineer;business-user,beginner
Explore In-place Records Management in SharePoint,https://docs.microsoft.com/en-us/learn/modules/explore-place-records-management-sharepoint/,7,83,366,51.28%,39,20,20,,14.63694444,10.58092369,30,4.333333333,3,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Manage collaboration experiences for chat and channels,https://docs.microsoft.com/en-us/learn/modules/manage-collaboration-experiences-for-chat-channels/,8,48,366,78.95%,38,30,29,3,6.350555556,7.938194444,42,5,1,,,m365;office-teams,administrator,intermediate
Manage Safe Attachments,https://docs.microsoft.com/en-us/learn/modules/manage-safe-attachments/,8,58,366,71.05%,38,27,26,,10.98638889,11.36522989,30,5,1,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
