Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Calculate and post job WIP in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/calculate-post-job-wip/,3,130,"1,173",24.32%,74,18,20,1757,22.87435897,116,94,learn-dynamics.calculate-post-job-wip,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Microsoft Azure Data Fundamentals: Explore relational data in Azure,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-relational-data/,3,"10,565","148,313",24.31%,"8,051","1,957","2,185",1757,47.5918331,"5,926",87,learn.wwl.azure-data-fundamentals-explore-relational-data,administrator;business-user;data-engineer;student,azure,beginner
Azure Fundamentals part 3: Describe core solutions and management tools on Azure (AZ-900),https://docs.microsoft.com/en-us/learn/paths/az-900-describe-core-solutions-management-tools-azure/,6,"66,136","1,456,109",24.23%,"57,716","13,983","15,565",1757,43.35016481,"30,559",140,learn.az-900-describe-core-solutions-management-tools-azure,administrator;developer;business-owner;student;technology-manager,azure;azure-cognitive-services;azure-machine-learning;azure-bot-service;azure-devops;azure-advisor;azure-monitor;azure-service-health;azure-portal;azure-clis;azure-resource-manager;azure-functions;azure-logic-apps;azure;azure-iot-hub;azure-iot-central,beginner
"Implement Windows Server hybrid cloud management, monitoring, and security",https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-hybrid-cloud-management-monitoring-security/,4,567,"4,706",24.18%,182,44,54,1757,14.55972957,367,175,learn.wwl.implement-windows-server-hybrid-cloud-management-monitoring-security,administrator;solution-architect;technology-manager,azure;azure-cloud-shell;azure-monitor;azure-portal,intermediate
"Enforce security, privacy, and compliance in Microsoft Teams",https://docs.microsoft.com/en-us/learn/paths/m365-teams-security/,8,932,"10,865",24.04%,495,119,124,1757,15.24569027,829,177,learn-m365.teams-security,administrator,office-teams,intermediate
<learning path title,https://docs.microsoft.com/en-us/learn/paths/integrate-azure-synapse-analytics-azure-data-ai-services/,2,517,"3,488",23.77%,223,53,57,1757,11.20183752,361,106,learn.wwl.integrate-azure-synapse-analytics-azure-data-ai-services,data-analyst;data-engineer;data-scientist,azure-machine-learning;power-bi;azure-synapse-analytics,intermediate
Demonstrate fundamental knowledge of Microsoft 365 business management solutions,https://docs.microsoft.com/en-us/learn/paths/m365-business-management-solutions/,5,"20,602","233,656",23.75%,"5,667","1,346","1,506",1757,25.0709478,"5,634",135,learn.wwl.m365-business-management-solutions,business-owner;business-user,m365;office-365,beginner
Provision and manage Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/paths/provision-manage-azure-cognitive-services/,4,"1,983","29,106",23.57%,"1,718",405,465,1757,28.21010254,473,185,learn.wwl.provision-manage-azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,intermediate
Safely return to school and the workplace using solutions,https://docs.microsoft.com/en-us/learn/paths/return-work-school/,2,165,820,23.53%,85,20,21,1757,5.940707071,58,42,learn-bizapps.return-work-school,maker;business-user,power-platform;power-automate;industry-solutions;return-to-school;return-to-workplace,beginner
Use the UI and controls in a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/paths/ui-controls-canvas-app-powerapps/,4,"2,636","28,132",23.43%,"1,413",331,349,1757,23.56385938,"2,689",178,learn-bizapps.ui-controls-canvas-app-powerapps,functional-consultant;maker,power-platform;power-apps,intermediate
Manage cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-manage-cloud-resources/,3,"1,001","6,260",23.16%,190,44,49,1757,24.52624043,"1,493",151,learn.cmu-cloud-admin.cmu-manage-cloud-resources,administrator;student,azure,beginner
AZ-204: Develop solutions that use Blob storage,https://docs.microsoft.com/en-us/learn/paths/develop-solutions-that-use-blob-storage/,3,275,"2,095",22.93%,157,36,40,1757,13.06230303,22,85,learn.wwl.develop-solutions-that-use-blob-storage,developer,azure,intermediate
Safeguard multi-cloud apps and resources with cloud security solutions from Microsoft,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-security/,2,"1,212","8,369",22.92%,144,33,34,1757,15.32659516,476,141,learn-m365.m365-cloud-security,administrator,m365,intermediate
SC-200 part 6: Connect logs to Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-connect-logs-to-azure-sentinel/,7,"1,007","14,997",22.87%,656,150,177,1757,22.88154585,558,164,learn.wwl.sc-200-connect-logs-to-azure-sentinel,security-operations-analyst,azure;azure-log-analytics;azure-sentinel,intermediate
Implement threat intelligence in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-microsoft-365-threat-intelligence/,4,920,"8,285",22.79%,294,67,77,1757,24.71032609,156,148,learn.wwl.implement-microsoft-365-threat-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
"Microsoft Security, Compliance, and Identity Fundamentals: Describe the concepts of security, compliance, and identity",https://docs.microsoft.com/en-us/learn/paths/describe-concepts-of-security-compliance-identity/,2,"13,965","137,531",22.54%,"11,367","2,562","2,775",1757,26.90667025,"3,242",45,learn.wwl.describe-concepts-of-security-compliance-identity,business-user;student,azure;m365,beginner
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-field-service/,6,"7,301","93,196",22.52%,"1,412",318,353,1757,35.18954025,561,234,learn.wwl.learn-fundamentals-microsoft-dynamics-365-field-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-field-service,beginner
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-project-operations-crm/,5,"7,594","94,838",22.31%,"1,815",405,436,1757,34.45989817,830,185,learn.wwl.learn-fundamentals-microsoft-dynamics-365-project-operations-crm,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-project-operations,beginner
Set up calling in Microsoft Teams with Phone System,https://docs.microsoft.com/en-us/learn/paths/m365-teams-voice/,7,865,"9,891",22.14%,280,62,69,1757,24.79381503,199,230,learn-m365-pr.m365-teams-calling,administrator,m365,advanced
SC-200 part 5: Configure your Azure Sentinel environment,https://docs.microsoft.com/en-us/learn/paths/sc-200-configure-azure-sentinel-environment/,5,"3,270","30,654",21.98%,"1,142",251,279,1757,21.16648828,733,114,learn.wwl.sc-200-configure-your-azure-sentinel-environment,security-operations-analyst,azure;azure-sentinel,intermediate
MS-500 part 3 - Implement and manage information protection,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,7,"1,859","26,482",21.96%,847,186,192,1757,35.12946028,126,342,learn.wwl.implement-manage-information-protection,administrator;security-engineer;technology-manager,office-365,intermediate
Configure Microsoft Cloud App Security for advanced scenarios,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-app-security-advanced/,6,246,"1,517",21.88%,64,14,16,1757,13.75799458,155,202,learn-m365.m365-cloud-app-security-advanced,administrator,m365;m365-ems-cloud-app-security,advanced
Architect secure infrastructure in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-secure-infrastructure/,8,"13,709","165,906",21.61%,361,78,86,1757,24.80158655,"2,797",397,learn.architect-secure-infrastructure,solution-architect,azure;azure-virtual-machines;azure-resource-manager;azure-application-gateway;azure-key-vault;azure-sql-database,intermediate
Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-commerce/,3,"3,291","39,846",21.51%,753,162,171,1757,44.54839968,324,136,learn.wwl.learn-fundamentals-microsoft-dynamics-365-commerce,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-commerce;dynamics-fraud-protection,beginner
AI edge engineer,https://docs.microsoft.com/en-us/learn/paths/ai-edge-engineer/,17,"4,492","103,850",21.43%,"1,493",320,340,1757,23.85466385,"2,644",1050,learn.ai-edge-engineer,ai-engineer;data-scientist,azure;azure-iot;azure-notebooks;azure-cloud-shell;azure-container-instances;azure-container-registry;azure-iot-edge;azure-iot-hub;azure-machine-learning;azure-resource-manager;azure-virtual-machines,beginner
Upgrade Microsoft Office for IT at scale,https://docs.microsoft.com/en-us/learn/paths/m365-office-for-it/,4,323,"1,623",21.36%,103,22,23,1757,6.249329205,"1,332",106,learn-m365-office.m365-office-for-it,administrator,m365;office;office-365,intermediate
Prepare for AI engineering,https://docs.microsoft.com/en-us/learn/paths/prepare-for-ai-engineering/,1,"3,334","24,347",21.33%,"3,160",674,792,1757,15.54437113,383,31,learn.wwl.prepare-for-ai-engineering,ai-engineer;developer,azure,intermediate
Configure and manage virtual networks for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-virtual-networks/,16,"23,510","333,943",21.29%,822,175,171,1757,40.2373926,892,897,learn.azure-admin-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-cdn;azure-traffic-manager;azure-bastion;azure-firewall;azure-virtual-desktop,beginner
Reconcile bank accounts in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/reconcile-bank-accounts-dynamics-365-business-central/,3,766,"6,411",21.02%,471,99,103,1757,21.44799826,636,113,learn-dynamics.reconcile-bank-accounts-dynamics-365-business-central,business-user;functional-consultant,dynamics-365;dynamics-business-central,intermediate
Work like a pro with data in Business Central,https://docs.microsoft.com/en-us/learn/paths/work-pro-data-dynamics-365-business-central/,3,650,"6,359",20.99%,362,76,78,1757,16.98823077,691,154,learn-dynamics.work-pro-data-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Receive and put-away items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/receive-put-away-items-whse/,3,138,"1,128",20.99%,81,17,18,1757,12.04082126,65,101,learn-dynamics.receive-put-away-items-whse,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Create conversational AI solutions,https://docs.microsoft.com/en-us/learn/paths/create-conversational-ai-solutions/,2,"2,071","16,776",20.93%,"1,634",342,385,1757,20.69764204,648,124,learn.wwl.create-conversational-ai-solutions,ai-engineer;developer,azure;azure-bot-service;azure-cognitive-services;azure-language-understanding;azure-sdks,intermediate
Use serial and lot numbers in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-serial-lot-numbers/,5,212,"1,979",20.93%,86,18,19,1757,20.50070755,120,171,learn-dynamics.use-serial-lot-numbers,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-human-resources/,3,"3,375","39,343",20.86%,858,179,190,1757,41.69129877,319,105,learn.wwl.learn-fundamentals-microsoft-dynamics-365-human-resources,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-human-resources,beginner
Large-Scale Data Processing with Azure Data Lake Storage Gen2,https://docs.microsoft.com/en-us/learn/paths/data-processing-with-azure-adls/,3,"8,848","71,208",20.75%,"2,019",419,470,1757,20.46990469,"4,330",125,learn.data-ai.data-processing-with-azure-adls,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner
Process VAT in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-vat-dynamics-365-business-central/,4,353,"2,343",20.71%,140,29,30,1757,14.22445703,306,146,learn-dynamics.vat-process-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Work with WinAutomation,https://docs.microsoft.com/en-us/learn/paths/work-with-winautomation/,8,239,"2,894",20.56%,107,22,24,1757,13.39735007,248,303,learn-bizapps.work-with-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate
SC-200 part 8: Perform threat hunting in Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-perform-threat-hunting-azure-sentinel/,3,988,"7,601",20.55%,657,135,158,1757,17.10015182,561,116,learn.wwl.sc-200-perform-threat-hunting-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate
