Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
PyTorch Fundamentals,https://docs.microsoft.com/en-us/learn/paths/pytorch-fundamentals/,4,"9,447","39,955",0.42%,"7,539",32,38,4173,17.23182139,853,253,learn.pytorch.pytorch-fundamentals,data-scientist;developer;student,azure-machine-learning,beginner;intermediate
Quantum computing foundations,https://docs.microsoft.com/en-us/learn/paths/quantum-computing-fundamentals/,8,"1,877","10,400",0.75%,"1,194",9,8,4173,13.57371692,"1,145",435,learn.quantum-computing-fundamentals,developer,qdk;azure-quantum,beginner;intermediate
Quickly find relevant data to respond to legal and regulatory obligations using Advanced eDiscovery and Advanced Audit,https://docs.microsoft.com/en-us/learn/paths/compliance-discover/,2,445,"2,311",12.11%,322,39,43,4173,16.34921348,369,187,learn-m365.compliance-discover,administrator;auditor,m365,intermediate
Realize Integrated Analytical Solutions with Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/realize-integrated-analytical-solutions-with-azure-synapse-analytics/,4,"5,339","70,043",16.84%,"3,403",573,613,4173,34.44069738,"1,212",196,learn.wwl.realize-integrated-analytical-solutions-with-azure-synapse-analytics,data-engineer,azure-synapse-analytics,beginner
Receive and put-away items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/receive-put-away-items-whse/,3,103,856,19.67%,61,12,12,4173,8.398381877,57,101,learn-dynamics.receive-put-away-items-whse,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Reclassify fixed assets in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/reclassify-fixed-assets/,2,88,566,34.00%,50,17,17,4173,15.59640152,113,57,learn-dynamics.reclassify-fixed-assets,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Reconcile bank accounts in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/reconcile-bank-accounts-dynamics-365-business-central/,3,706,"5,806",20.73%,410,85,80,4173,15.11149669,612,113,learn-dynamics.reconcile-bank-accounts-dynamics-365-business-central,business-user;functional-consultant,dynamics-365;dynamics-business-central,intermediate
Reduce risk with Microsoft Compliance Manager,https://docs.microsoft.com/en-us/learn/paths/compmgmt/,3,661,"4,722",11.52%,243,28,30,4173,8.999495714,280,145,learn-m365.compmgmt,administrator,m365;office-365,intermediate
Replenish items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/replenish-items-dynamics-365-business-central/,3,267,"1,918",15.91%,132,21,22,4173,13.66785268,334,106,learn-dynamics.replenish-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Return items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/return-items-dynamics-365-business-central/,3,440,"4,376",29.68%,310,92,98,4173,17.33268939,551,85,learn-dynamics.return-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Run Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,5,642,"6,395",13.86%,404,56,56,4173,23.13761682,846,196,learn.wwl.run-azure-sap-workloads,administrator,azure,advanced
Run high-performance computing (HPC) applications on Azure,https://docs.microsoft.com/en-us/learn/paths/run-high-performance-computing-applications-azure/,13,"1,568","21,525",15.67%,217,34,36,4173,26.32475553,46,632,learn.azure.run-high-performance-computing-applications-azure,administrator;developer;solution-architect;student;technology-manager;functional-consultant,azure;azure-hpc-cache;azure-batch;azure-virtual-machines;azure-cyclecloud;azure-netapp-files,beginner;intermediate
Run VMware workloads on Azure VMware Solution,https://docs.microsoft.com/en-us/learn/paths/run-vmware-workloads-azure-vmware-solution/,3,520,"3,211",8.03%,299,24,29,4173,20.31967949,72,130,learn.run-vmware-workloads-azure-vmware-solution,solution-architect;administrator,azure;azure-vmware-solution,intermediate
Safeguard cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-admin-monitor-secure-recover/,3,"1,459","8,703",5.99%,284,17,18,4173,19.43738862,673,160,learn.cmu-cloud-admin.cmu-monitor-secure-recover,administrator;student,azure,beginner
Safeguard multi-cloud apps and resources with cloud security solutions from Microsoft,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-security/,2,"1,420","9,561",20.05%,409,82,92,4173,15.52152582,464,141,learn-m365.m365-cloud-security,administrator,m365,intermediate
Safely return to school and the workplace using solutions,https://docs.microsoft.com/en-us/learn/paths/return-work-school/,2,157,655,20.39%,103,21,22,4173,4.997239915,42,42,learn-bizapps.return-work-school,maker;business-user,power-platform;power-automate;industry-solutions;return-to-school;return-to-workplace,beginner
SAP certified offerings for Azure,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,4,"1,952","18,664",7.87%,"1,551",122,133,4173,22.39471482,"1,686",189,learn.wwl.sap-certified-offerings-azure,administrator,azure,beginner
SC-200 part 1: Mitigate threats using Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-defender-for-endpoint/,10,"6,914","76,438",6.05%,"4,497",272,305,4173,27.13438434,"1,420",406,learn.wwl.sc-200-mitigate-threats-using-microsoft-defender-for-endpoint,security-operations-analyst,windows,intermediate
SC-200 part 2: Mitigate threats using Microsoft 365 Defender,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-365-defender/,8,"6,068","60,438",18.35%,"1,390",255,281,4173,23.21934465,735,374,learn.wwl.sc-200-mitigate-threats-using-microsoft-365-defender,security-operations-analyst,m365,intermediate
SC-200 part 3: Mitigate threats using Azure Defender,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-azure-defender/,5,"1,197","14,692",16.81%,934,157,175,4173,31.572445,610,239,learn.wwl.sc-200-mitigate-threats-using-azure-defender,security-operations-analyst,azure;azure-security-center,intermediate
SC-200 part 4: Create queries for Azure Sentinel using Kusto Query Language (KQL),https://docs.microsoft.com/en-us/learn/paths/sc-200-utilize-kql-for-azure-sentinel/,4,"2,698","23,159",9.48%,"1,940",184,206,4173,16.21913146,667,123,learn.wwl.sc-200-utilize-kql-for-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate
SC-200 part 5: Configure your Azure Sentinel environment,https://docs.microsoft.com/en-us/learn/paths/sc-200-configure-azure-sentinel-environment/,5,"3,241","28,527",18.41%,"1,135",209,232,4173,17.33952998,617,114,learn.wwl.sc-200-configure-your-azure-sentinel-environment,security-operations-analyst,azure;azure-sentinel,intermediate
SC-200 part 6: Connect logs to Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-connect-logs-to-azure-sentinel/,7,923,"14,622",28.05%,574,161,180,4173,23.40222102,477,164,learn.wwl.sc-200-connect-logs-to-azure-sentinel,security-operations-analyst,azure;azure-log-analytics;azure-sentinel,intermediate
SC-200 part 7: Create detections and perform investigations using Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-create-detections-perform-investigations-azure-sentinel/,5,"2,221","19,922",25.94%,609,158,178,4173,24.06115113,495,262,learn.wwl.sc-200-create-detections-perform-investigations-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate
SC-200 part 8: Perform threat hunting in Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-perform-threat-hunting-azure-sentinel/,3,"1,045","7,941",24.39%,615,150,164,4173,16.31682616,478,116,learn.wwl.sc-200-perform-threat-hunting-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate
SC-300 part 1: Implement an identity management solution,https://docs.microsoft.com/en-us/learn/paths/implement-identity-management-solution/,4,"5,250","57,353",8.58%,"3,929",337,387,4173,33.4277746,"1,084",218,learn.wwl.implement-identity-management-solution,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
SC-300 part 2: Implement an Authentication and Access Management solution,https://docs.microsoft.com/en-us/learn/paths/implement-authentication-access-management-solution/,4,"3,978","35,316",15.91%,"1,578",251,293,4173,21.21873638,668,191,learn.wwl.implement-authentication-access-management-solution,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
SC-300 part 3: Implement Access Management for Apps,https://docs.microsoft.com/en-us/learn/paths/implement-access-management-for-apps/,3,"1,406","13,762",16.27%,"1,131",184,214,4173,27.05093646,603,127,learn.wwl.implement-access-management-for-apps,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
SC-300 part 4: Plan and implement an identity governance strategy,https://docs.microsoft.com/en-us/learn/paths/plan-implement-identity-governance-strategy/,4,"1,536","15,195",13.93%,"1,113",155,179,4173,21.44775391,573,189,learn.wwl.plan-implement-identity-governance-strategy,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
SC-400 part 1: Implement Information Protection in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-information-protection/,8,"3,277","31,149",7.20%,"1,779",128,143,4173,24.83014444,740,299,learn.wwl.implement-information-protection,auditor;ip-admin;risk-practitioner,m365-information-protection,intermediate
SC-400 part 2: Implement Data Loss Prevention,https://docs.microsoft.com/en-us/learn/paths/implement-data-loss-prevention/,3,"1,153","9,035",14.15%,728,103,108,4173,19.20067939,484,118,learn.wwl.implement-data-loss-prevention,auditor;ip-admin;risk-practitioner,m365;m365-information-protection,intermediate
SC-400 part 3: Implement Information Governance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-information-governance/,3,905,"7,589",13.91%,604,84,91,4173,23.12543278,458,157,learn.wwl.implement-information-governance,auditor;ip-admin,m365;m365-information-protection,intermediate
"SC-900 part 1: Describe the concepts of security, compliance, and identity",https://docs.microsoft.com/en-us/learn/paths/describe-concepts-of-security-compliance-identity/,2,"10,788","112,328",22.66%,"9,425","2,136","2,236",4173,23.53207267,"2,452",45,learn.wwl.describe-concepts-of-security-compliance-identity,business-user;student,azure;m365,beginner
SC-900 part 2: Describe the capabilities of Microsoft Identity and access management solutions,https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-identity-access/,4,"5,097","91,379",29.93%,"4,210","1,260","1,380",4173,42.03463148,"1,322",88,learn.wwl.describe-capabilities-of-microsoft-identity-access-management-solutions,business-user;student,azure-active-directory,beginner
SC-900 part 3: Describe the capabilities of Microsoft security solutions,https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-security-solutions/,6,"4,870","105,216",26.84%,"3,703",994,"1,095",4173,48.42347365,"1,312",136,learn.wwl.describe-capabilities-of-microsoft-security-solutions,business-user;student,azure;m365,beginner
SC-900 part 4: Describe the capabilities of Microsoft compliance solutions,https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-compliance-solutions/,5,"7,107","109,283",28.75%,"3,204",921,982,4173,28.37456029,"1,230",147,learn.wwl.describe-capabilities-of-microsoft-compliance-solutions,business-user;student,azure;m365,beginner
Scale AI in your organization,https://docs.microsoft.com/en-us/learn/paths/scale-ai-organizations/,2,529,"2,691",14.55%,165,24,30,4173,13.19587272,328,86,learn.scale-ai-organizations,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Secure cloud apps using Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-app-security-fundamentals/,6,268,"2,233",20.21%,94,19,20,4173,13.69278607,175,174,learn-m365.m365-cloud-app-security,administrator,m365;m365-ems-cloud-app-security,beginner
Secure the Microsoft 365 Messaging environment,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-secure-environment/,3,980,"8,507",17.57%,723,127,141,4173,19.62001701,950,101,learn-m365.m365-messaging-secure-environment,administrator,m365;office-365;office-exchange-server,intermediate
Secure your cloud applications in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-apps/,6,"20,848","188,298",3.03%,"9,809",297,328,4173,26.74570622,"9,781",336,learn.security.secure-your-cloud-apps,solution-architect;developer;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate;advanced
Secure your cloud data in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,"49,498","484,222",14.31%,"4,397",629,637,4173,25.01157117,"9,624",287,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate
Secure your organization with Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/paths/defender-endpoint-fundamentals/,9,984,"12,013",11.80%,627,74,80,4173,21.38841463,264,145,learn-m365.m365-defender-endpoint-secure-organization,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner
Securely connect IoT devices to the cloud,https://docs.microsoft.com/en-us/learn/paths/securely-connect-iot-devices/,6,"2,768","25,154",9.88%,"1,073",106,115,4173,23.19650771,"1,823",329,learn.securely-connect-iot-devices-to-cloud,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate
Sell items and services in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/sell-items-services-dynamics-365-business-central/,5,"1,146","14,140",19.06%,530,101,96,4173,29.91918266,675,312,learn-dynamics.sell-items-services-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Sell through the commercial marketplace,https://docs.microsoft.com/en-us/learn/paths/sell-through-commercial-marketplace/,4,"1,720","8,872",6.46%,712,46,48,4173,10.98864341,84,126,learn.sell-through-commercial-marketplace,business-user;business-owner;technology-manager;administrator,azure;dynamics-365;m365;office-365;power-platform,beginner
Set up calling in Microsoft Teams with Phone System,https://docs.microsoft.com/en-us/learn/paths/m365-teams-voice/,7,776,"6,828",11.58%,259,30,30,4173,17.19269759,163,230,learn-m365-pr.m365-teams-calling,administrator,m365,advanced
Set up Dynamics 365 Marketing and configure advanced settings,https://docs.microsoft.com/en-us/learn/paths/get-started-with-marketing/,3,965,"10,974",16.16%,792,128,126,4173,30.3398791,915,157,learn-dynamics.set-up-dynamics-365-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate
Set up engineering change management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/set-up-engineering-change-management/,4,136,"1,073",15.22%,46,7,7,4173,6.659436275,25,268,learn-dynamics.set-up-engineering-change-management,administrator;functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Set up financial management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-financial-management-dynamics-365-business-central/,4,"1,654","18,581",16.81%,910,153,162,4173,28.26854091,883,199,learn-dynamics.set-up-financial-management-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up fixed assets management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-fixed-assets-management/,6,197,"2,107",24.29%,70,17,17,4173,15.10685279,145,152,learn-dynamics.set-up-fixed-assets-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up jobs and resources in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-jobs-resources/,6,219,"1,705",16.47%,85,14,15,4173,11.55958904,155,138,learn-dynamics.set-up-jobs-resources,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up Microsoft Dynamics 365 Business Central for reporting,https://docs.microsoft.com/en-us/learn/paths/setup-reporting-dynamics-365-business-central/,3,"1,074","9,387",22.69%,573,130,115,4173,24.15802297,819,174,learn-dynamics.setup-reporting-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up Microsoft Teams meetings for your organization,https://docs.microsoft.com/en-us/learn/paths/m365-teams-setup-meetings/,3,896,"5,490",13.03%,660,86,91,4173,7.742559524,"1,030",56,learn-m365.teams-meetings,administrator,office-teams,intermediate
Set up warehouse management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-warehouse-management/,6,233,"2,905",19.44%,108,21,24,4173,19.70207439,87,164,learn-dynamics.set-up-warehouse-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up warehouse tasks in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-warehouse-tasks/,4,231,"2,789",25.51%,98,25,27,4173,24.03780664,136,224,learn-dynamics.set-up-warehouse-tasks,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Share data with Azure Data Share,https://docs.microsoft.com/en-us/learn/paths/share-data-with-azure-data-share/,2,"1,204","16,159",108.89%,135,147,161,4173,26.8342608,143,82,learn.wwl.sharing-data-with-azure-data-share,data-engineer,azure-data-share,intermediate
Solution Architect: Design Microsoft Power Platform solutions,https://docs.microsoft.com/en-us/learn/paths/solution-architect-data/,12,"2,602","28,566",5.60%,"1,572",88,95,4173,29.81799898,487,426,learn-bizapps.solution-architect-design,solution-architect,power-platform;dynamics-365;power-apps;power-automate;power-virtual-agents,advanced
Solve problems in real time with Dynamics 365 Remote Assist,https://docs.microsoft.com/en-us/learn/paths/solve-problems-remote-assist/,2,274,"1,144",6.67%,165,11,11,4173,8.749452555,185,86,learn-dynamics.solve-problems-remote-assist,administrator;functional-consultant;business-user,dynamics-365;dynamics-field-service;dynamics-remote-assist,intermediate
SQL Server on Linux,https://docs.microsoft.com/en-us/learn/paths/sql-server-2017-on-linux/,4,"6,781","49,831",21.08%,332,70,71,4173,8.881357224,"1,185",184,learn-sqlserver.sql-server-on-linux,data-engineer,sql-server,intermediate
SQL Server upgrades,https://docs.microsoft.com/en-us/learn/paths/sql-server-2017-upgrades/,5,"1,506","7,138",4.08%,392,16,19,4173,7.877445772,"1,243",193,learn-sqlserver.sql-server-2017-upgrades,data-engineer,sql-server,intermediate
Start in tech as an intern,https://docs.microsoft.com/en-us/learn/paths/start-career-in-tech/,3,134,760,4.00%,125,5,5,4173,6.244776119,112,72,learn.start-career-in-tech,developer;student,azure;vs;vs-code,beginner
Stay current with Windows 10 and Microsoft 365 Apps,https://docs.microsoft.com/en-us/learn/paths/m365-stay-current/,3,"5,798","26,971",4.53%,"5,033",228,249,4173,7.310267908,"2,650",135,learn-m365.m365-stay-current,administrator,m365;windows;office-365,intermediate
Store data in Azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,"32,257","569,689",9.61%,"12,034","1,157","1,274",4173,28.46512023,"12,563",220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner
Tailor roles and design the UI for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/tailor-roles-design-ui/,4,373,"2,231",5.05%,99,5,6,4173,13.10884718,159,188,learn-dynamics.tailor-roles-design-ui,developer,dynamics-365;dynamics-business-central,intermediate
Take your first steps with C#,https://docs.microsoft.com/en-us/learn/paths/csharp-first-steps/,8,"33,880","406,254",6.58%,"21,972","1,446","1,705",4173,25.80952774,"12,316",231,learn.languages.csharp-first-steps,developer;student,dotnet,beginner
Take your first steps with F#,https://docs.microsoft.com/en-us/learn/paths/fsharp-first-steps/,5,"3,125","23,682",5.98%,"1,389",83,94,4173,12.23949333,120,102,learn.languages.fsharp-first-steps,developer;student,dotnet,beginner
Take your first steps with Go,https://docs.microsoft.com/en-us/learn/paths/go-first-steps/,8,"3,759","34,505",1.37%,"2,992",41,48,4173,27.95330318,846,330,learn.languages.go-first-steps,developer;student,vs-code,beginner
Take your first steps with Python,https://docs.microsoft.com/en-us/learn/paths/python-first-steps/,10,"23,021","188,945",4.44%,"8,828",392,430,4173,16.36070327,"11,127",279,learn.languages.python-first-steps,developer;student,vs-code,beginner
Take your first steps with Rust,https://docs.microsoft.com/en-us/learn/paths/rust-first-steps/,9,"8,681","50,186",1.03%,"4,779",49,61,4173,14.05716507,"1,254",323,learn.languages.rust-first-steps,developer;student,vs-code,beginner
Take your first steps with Vue.js,https://docs.microsoft.com/en-us/learn/paths/vue-first-steps/,4,"1,516","8,017",2.08%,"1,107",23,25,4173,11.57815523,332,110,learn.languages.vue-first-steps,developer;student,vs-code;azure-app-service-static,intermediate
TensorFlow fundamentals,https://docs.microsoft.com/en-us/learn/paths/tensorflow-fundamentals/,5,244,"2,861",16.97%,165,28,28,4173,13.54747268,71,275,learn.tensorflow.tensorflow-fundamentals,data-scientist;developer;student,azure-machine-learning,beginner;intermediate
Threat Modeling Security Fundamentals,https://docs.microsoft.com/en-us/learn/paths/tm-threat-modeling-fundamentals/,7,"1,997","13,081",4.03%,"1,116",45,57,4173,11.94704557,"3,133",192,learn.security.tm-threat-modeling-fundamentals,administrator;developer;devops-engineer;solution-architect;security-engineer,azure-iot-security-center;azure-iot-security-center,beginner;intermediate
Transform your business applications with fusion development,https://docs.microsoft.com/en-us/learn/paths/transform-business-applications-with-fusion-development/,5,"2,680","12,265",4.37%,"1,441",63,50,4173,10.09322761,386,199,learn-bizapps.transform-with-fusion-dev,maker;developer,azure;azure-api-management;dotnet;power-apps;power-platform,beginner
Troubleshoot Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,8,"2,688","34,209",8.63%,"2,016",174,195,4173,29.58319072,420,314,learn.wwl.troubleshoot-microsoft-365-teams,support-engineer,m365;office-teams,advanced
Understand data science for machine learning,https://docs.microsoft.com/en-us/learn/paths/understand-machine-learning/,9,"5,267","59,212",6.84%,"2,062",141,160,4173,39.78284602,231,445,learn.machinelearning.understanding-machine-learning,ai-engineer;data-scientist;developer;student,azure,beginner
Universal Resource Scheduling in Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/paths/universal-resource-scheduling/,6,608,"4,399",6.65%,316,21,21,4173,24.2919682,509,445,learn-bizapps.universal-resource-scheduling,functional-consultant,dynamics-365;dynamics-field-service,intermediate
Unlock customer intent with Dynamics 365 Audience insights,https://docs.microsoft.com/en-us/learn/paths/build-customer-insights/,4,"1,150","10,294",7.93%,454,36,38,4173,21.89391304,602,228,learn-dynamics.build-customer-insights,functional-consultant;business-user;administrator,dynamics-365;dynamics-cust-insights,intermediate
Upgrade Dynamics AX 2012 to Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/upgrade-ax-2012-finance-operations/,6,359,"3,759",12.68%,205,26,28,4173,17.47200557,55,438,learn-dynamics.upgrade-ax-2012-finance-operations,solution-architect;functional-consultant;developer;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,intermediate
Upgrade Microsoft Office for IT at scale,https://docs.microsoft.com/en-us/learn/paths/m365-office-for-it/,4,743,"4,525",70.68%,133,94,97,4173,4.061597129,"1,313",106,learn-m365-office.m365-office-for-it,administrator,m365;office;office-365,intermediate
Upgrade to Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/m365-teams-upgrade/,5,"2,455","26,650",13.73%,"1,974",271,301,4173,22.22863544,"6,011",113,learn-m365.m365-teams-upgrade,administrator,m365;office-365;office-teams,intermediate
Use advanced data options and connectors in Power Apps,https://docs.microsoft.com/en-us/learn/paths/advanced-data-options-and-connectors/,4,"2,162","9,109",13.74%,575,79,82,4173,10.24828091,"1,762",141,learn-bizapps.advanced-data-options-and-connectors,functional-consultant;maker,power-platform;power-apps,advanced
Use application development best practices in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-application-development-business-central/,7,223,"1,519",9.26%,108,10,10,4173,12.22518685,98,304,learn-dynamics.use-application-development-business-central,developer,dynamics-365;dynamics-business-central,intermediate
Use Artificial Intelligence in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-artificial-intelligence/,3,166,978,11.54%,104,12,14,4173,8.452008032,119,133,learn-dynamics.use-artificial-intelligence,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Use basic formulas to make better Power Apps canvas apps,https://docs.microsoft.com/en-us/learn/paths/use-basic-formulas-powerapps-canvas-app/,3,"9,738","49,654",4.02%,"5,369",216,237,4173,10.17642911,"3,237",136,learn-bizapps.use-basic-formulas-make-better-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,intermediate
"Use basketball stats to optimize game play with Visual Studio Code, inspired by the new film SPACE JAM: A NEW LEGACY",https://docs.microsoft.com/en-us/learn/paths/optimize-basketball-games-with-machine-learning/,5,"1,769","9,891",6.78%,649,44,45,4173,7.821481063,707,263,learn.student-evangelism.optimize-basketball-games-with-machine-learning,data-scientist;developer;student,vs-code;azure;azure-app-service-static;github,beginner
Use best practices to secure and govern Microsoft Power Platform environments,https://docs.microsoft.com/en-us/learn/paths/best-practices-environments/,8,"4,413","47,317",10.23%,"3,110",318,266,4173,28.1168404,"2,163",386,learn-bizapps.best-practices-environments,administrator;functional-consultant,power-automate;power-platform;power-apps,intermediate
Use cost accounting in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-cost-accounting-dynamics-365-business-central/,5,276,"2,621",10.12%,168,17,18,4173,21.68194444,377,196,learn-dynamics.use-cost-accounting-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Use DAX in Power BI Desktop,https://docs.microsoft.com/en-us/learn/paths/dax-power-bi/,7,"17,134","114,806",2.64%,"12,689",335,373,4173,17.47339306,"5,417",147,learn-bizapps.use-dax-power-bi-desktop,maker;data-analyst,power-bi,intermediate
Use journals in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-journals-dynamics-365-business-central/,3,"1,054","8,267",18.27%,602,110,114,4173,19.65317837,669,132,learn-dynamics.use-journals-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Use Lifecycle Services to design and plan an implementation of Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/use-lcs-design-plan-implementation-finance-operations/,2,"2,182","25,376",21.27%,"1,406",299,321,4173,34.00633211,"1,735",138,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,functional-consultant;administrator;solution-architect,dynamics-365;dynamics-finance-operations,beginner
Use multiple currencies in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-multiple-currencies-dynamics-365-business-central/,5,793,"3,617",5.79%,259,15,16,4173,6.390163934,309,184,learn-dynamics.use-multiple-currencies-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Use OneDrive in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-onedrive-collaboration/,4,"1,908","12,271",8.83%,"1,291",114,124,4173,13.86028127,"1,779",123,learn-m365.m365-onedrive-collaboration,administrator,m365,intermediate
Use Power BI in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-power-bi/,3,327,"2,345",10.19%,157,16,16,4173,19.27981651,284,208,learn-dynamics.use-power-bi,functional-consultant;developer,dynamics-365;dynamics-business-central,intermediate
Use Python basics to solve mysteries and find answers,https://docs.microsoft.com/en-us/learn/paths/python-partnership/,3,"13,153","70,012",10.54%,835,88,91,4173,5.615315898,"1,506",116,learn.python-partnership,developer;student,vs-code,beginner
Use serial and lot numbers in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-serial-lot-numbers/,5,172,"1,657",26.98%,63,17,18,4173,13.50116279,117,171,learn-dynamics.use-serial-lot-numbers,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
