Order,LearningPathUid_x,LearningPathUrl,TotalModules,Certification,Title,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid_y,Roles,Products,Levels,Month,Year
74,learn.introduction-to-azure-iot,https://docs.microsoft.com/en-us/learn/paths/introduction-to-azure-iot/,8,az-220,Introduction to Azure IoT,8.0,"7,385","83,551",7.31%,"3,092",226,254,2559,27.36059355,"4,611",303.0,learn.introduction-to-azure-iot,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate,9,2021
75,learn.build-intelligent-edge-with-azure-iot-edge,https://docs.microsoft.com/en-us/learn/paths/build-intelligent-edge-with-azure-iot-edge/,3,az-220,Build the intelligent edge with Azure IoT Edge,3.0,"2,288","27,910",21.63%,763,165,181,2559,17.45092512,"1,758",185.0,learn.build-intelligent-edge-with-azure-iot-edge,developer;solution-architect,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid;azure-resource-manager;azure-virtual-machines;azure-notebooks;azure-cloud-shell;azure-container-instances;azure-container-registry,beginner;intermediate;advanced,9,2021
76,learn.azure.develop-azure-digital-twins,https://docs.microsoft.com/en-us/learn/paths/develop-azure-digital-twins/,4,az-220,Develop with Azure Digital Twins,4.0,"1,505","14,044",4.28%,"1,121",48,55,2559,25.74425249,382,218.0,learn.azure.develop-azure-digital-twins,developer,azure;azure-iot;azure-time-series-insights;azure-iot-hub;azure-functions;azure-event-grid;azure-event-hubs;azure-digital-twins,intermediate;advanced,9,2021
77,learn-develop-solutions-with-azure-iot-central,https://docs.microsoft.com/en-us/learn/paths/develop-iot-solutions-with-azure-iot-central/,5,az-220,Develop IoT solutions with Azure IoT Central,5.0,"2,002","20,508",5.26%,761,40,42,2559,28.95055778,"1,647",285.0,learn-develop-solutions-with-azure-iot-central,developer;solution-architect;administrator,azure;azure-iot;azure-iot-hub;azure-iot-central;azure-time-series-insights,beginner;intermediate,9,2021
78,learn.architect-modern-apps,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,7,az-300,Architect modern applications in Azure,7.0,"27,462","289,566",12.84%,"2,437",313,355,2559,18.69920132,"7,245",321.0,learn.architect-modern-apps,solution-architect,azure;azure-kubernetes-service;azure-container-instances;azure-app-service;azure-cache-redis,intermediate,9,2021
79,learn.architect-modern-apps,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,7,az-301,Architect modern applications in Azure,7.0,"27,462","289,566",12.84%,"2,437",313,355,2559,18.69920132,"7,245",321.0,learn.architect-modern-apps,solution-architect,azure;azure-kubernetes-service;azure-container-instances;azure-app-service;azure-cache-redis,intermediate,9,2021
80,learn.architect-modern-apps,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,7,az-303,Architect modern applications in Azure,7.0,"27,462","289,566",12.84%,"2,437",313,355,2559,18.69920132,"7,245",321.0,learn.architect-modern-apps,solution-architect,azure;azure-kubernetes-service;azure-container-instances;azure-app-service;azure-cache-redis,intermediate,9,2021
81,learn.architect-modern-apps,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,7,az-304,Architect modern applications in Azure,7.0,"27,462","289,566",12.84%,"2,437",313,355,2559,18.69920132,"7,245",321.0,learn.architect-modern-apps,solution-architect,azure;azure-kubernetes-service;azure-container-instances;azure-app-service;azure-cache-redis,intermediate,9,2021
82,learn.architect-messaging-serverless,https://docs.microsoft.com/en-us/learn/paths/architect-messaging-serverless/,8,az-300,Architect message brokering and serverless applications in Azure,8.0,"16,136","242,029",11.67%,"1,980",231,266,2559,45.18699492,"5,589",380.0,learn.architect-messaging-serverless,solution-architect,azure;azure-functions;azure-event-hubs;azure-event-grid;azure-service-bus;azure-logic-apps,intermediate,9,2021
83,learn.architect-messaging-serverless,https://docs.microsoft.com/en-us/learn/paths/architect-messaging-serverless/,8,az-301,Architect message brokering and serverless applications in Azure,8.0,"16,136","242,029",11.67%,"1,980",231,266,2559,45.18699492,"5,589",380.0,learn.architect-messaging-serverless,solution-architect,azure;azure-functions;azure-event-hubs;azure-event-grid;azure-service-bus;azure-logic-apps,intermediate,9,2021
84,learn.architect-messaging-serverless,https://docs.microsoft.com/en-us/learn/paths/architect-messaging-serverless/,8,az-303,Architect message brokering and serverless applications in Azure,8.0,"16,136","242,029",11.67%,"1,980",231,266,2559,45.18699492,"5,589",380.0,learn.architect-messaging-serverless,solution-architect,azure;azure-functions;azure-event-hubs;azure-event-grid;azure-service-bus;azure-logic-apps,intermediate,9,2021
85,learn.architect-messaging-serverless,https://docs.microsoft.com/en-us/learn/paths/architect-messaging-serverless/,8,az-304,Architect message brokering and serverless applications in Azure,8.0,"16,136","242,029",11.67%,"1,980",231,266,2559,45.18699492,"5,589",380.0,learn.architect-messaging-serverless,solution-architect,azure;azure-functions;azure-event-hubs;azure-event-grid;azure-service-bus;azure-logic-apps,intermediate,9,2021
86,learn.architect-data-platform,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,az-300,Architect a data platform in Azure,8.0,"42,811","448,285",7.77%,"3,204",249,264,2559,26.31717277,"8,409",390.0,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,9,2021
87,learn.architect-data-platform,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,az-301,Architect a data platform in Azure,8.0,"42,811","448,285",7.77%,"3,204",249,264,2559,26.31717277,"8,409",390.0,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,9,2021
88,learn.architect-data-platform,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,az-303,Architect a data platform in Azure,8.0,"42,811","448,285",7.77%,"3,204",249,264,2559,26.31717277,"8,409",390.0,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,9,2021
89,learn.architect-data-platform,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,az-304,Architect a data platform in Azure,8.0,"42,811","448,285",7.77%,"3,204",249,264,2559,26.31717277,"8,409",390.0,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,9,2021
90,learn.architect-api-integration,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,az-300,Architect API integration in Azure,5.0,"9,249","83,068",12.73%,"2,499",318,369,2559,23.3988305,"6,170",224.0,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,9,2021
91,learn.architect-api-integration,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,az-301,Architect API integration in Azure,5.0,"9,249","83,068",12.73%,"2,499",318,369,2559,23.3988305,"6,170",224.0,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,9,2021
92,learn.architect-api-integration,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,az-303,Architect API integration in Azure,5.0,"9,249","83,068",12.73%,"2,499",318,369,2559,23.3988305,"6,170",224.0,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,9,2021
93,learn.architect-api-integration,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,az-304,Architect API integration in Azure,5.0,"9,249","83,068",12.73%,"2,499",318,369,2559,23.3988305,"6,170",224.0,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,9,2021
94,learn.az-400-manage-source-control,https://docs.microsoft.com/en-us/learn/paths/az-400-manage-source-control/,15,az-400,AZ-400: Manage source control,15.0,"15,539","151,050",14.68%,"2,513",369,390,2559,15.52329944,"2,372",854.0,learn.az-400-manage-source-control,devops-engineer;administrator;developer;solution-architect,azure;github,beginner,9,2021
95,learn.az-400-facilitate-communication-collaboration,https://docs.microsoft.com/en-us/learn/paths/az-400-facilitate-communication-collaboration/,6,az-400,AZ-400: Facilitate communication and collaboration,6.0,"28,016","230,907",13.05%,"1,785",233,246,2559,24.19881318,"1,853",147.0,learn.az-400-facilitate-communication-collaboration,devops-engineer;administrator;developer;solution-architect,azure;azure-devops,beginner,9,2021
96,learn.az-400-develop-sre-strategy,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-sre-strategy/,8,az-400,AZ-400: Develop a Site Reliability Engineering (SRE) strategy,8.0,"13,920","146,060",5.42%,"2,822",153,175,2559,24.66375,"1,728",466.0,learn.az-400-develop-sre-strategy,devops-engineer;administrator;developer;solution-architect,azure;azure-monitor;azure-load-balancer;azure-virtual-machines,beginner,9,2021
97,learn.az-400-develop-security-compliance-plan,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-security-compliance-plan/,11,az-400,AZ-400: Develop a security and compliance plan,11.0,"62,704","803,429",8.65%,"2,047",177,184,2559,35.91937808,"2,501",428.0,learn.az-400-develop-security-compliance-plan,devops-engineer;administrator;developer;solution-architect;security-engineer,azure;azure-active-directory;azure-key-vault;azure-api-management;azure-monitor,beginner,9,2021
98,learn.az-400-develop-instrumentation-strategy,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-instrumentation-strategy/,11,az-400,AZ-400: Develop an instrumentation strategy,11.0,"27,339","274,427",3.58%,"6,362",228,219,2559,26.35939196,"2,809",497.0,learn.az-400-develop-instrumentation-strategy,devops-engineer;administrator;developer;solution-architect,azure;azure-portal;azure-resource-manager;azure-application-insights;azure-monitor;azure-event-grid;azure-sentinel;azure-security-center;azure-service-health;vs-app-center;azure-virtual-machines;azure-app-service;azure-container-instances;azure-functions;azure-kubernetes-service;azure-logic-apps,beginner,9,2021
99,learn.az-400-define-implement-continuous-integration,https://docs.microsoft.com/en-us/learn/paths/az-400-define-implement-continuous-integration/,11,az-400,AZ-400: Define and implement continuous integration,11.0,"17,003","133,612",3.82%,"2,828",108,102,2559,24.47246368,"2,143",686.0,learn.az-400-define-implement-continuous-integration,devops-engineer;administrator;developer;solution-architect,azure;azure-devops;azure-virtual-machines;azure-automation,beginner,9,2021
100,learn.wwl.designing-implementing-microsoft-azure-networking-solutions-az-700,https://docs.microsoft.com/en-us/learn/paths/design-implement-microsoft-azure-networking-solutions-az-700/,8,az-700,AZ-700 Designing and Implementing Microsoft Azure Networking Solutions,8.0,"6,423","45,604",1.66%,"5,166",86,100,2559,32.57285017,706,567.0,learn.wwl.designing-implementing-microsoft-azure-networking-solutions-az-700,administrator;network-engineer,azure-application-gateway;azure-dns;azure-expressroute;azure-firewall;azure-firewall-manager;azure-front-door;azure-load-balancer;azure-network-watcher;azure-private-link;azure-traffic-manager;azure-virtual-network;azure-virtual-wan;azure-vpn-gateway,intermediate,9,2021
101,learn.az-900-describe-identity-governance-privacy-compliance-features,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-identity-governance-privacy-compliance-features/,3,az-900,"Azure Fundamentals part 5: Describe identity, governance, privacy, and compliance features (AZ-900)",3.0,"51,537","752,200",31.62%,"33,577","10,616","12,181",2559,38.11960663,"21,686",92.0,learn.az-900-describe-identity-governance-privacy-compliance-features,administrator;data-engineer;developer;devops-engineer;business-analyst;business-user;solution-architect,azure;azure-active-directory;azure-policy;azure-blueprints;azure-rbac,beginner,9,2021
102,learn.az-900-describe-general-security-network-security-features,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-general-security-network-security-features/,2,az-900,Azure Fundamentals part 4: Describe general security and network security features (AZ-900),2.0,"55,724","619,864",35.07%,"36,483","12,793","14,596",2559,30.79385842,"22,587",59.0,learn.az-900-describe-general-security-network-security-features,administrator;developer;business-analyst;business-user;solution-architect,azure,beginner,9,2021
103,learn.az-900-describe-core-solutions-management-tools-azure,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-core-solutions-management-tools-azure/,6,az-900,Azure Fundamentals part 3: Describe core solutions and management tools on Azure (AZ-900),6.0,"59,078","1,290,966",24.74%,"50,591","12,516","14,098",2559,44.33203618,"26,858",140.0,learn.az-900-describe-core-solutions-management-tools-azure,administrator;developer;business-owner;student;technology-manager,azure;azure-cognitive-services;azure-machine-learning;azure-bot-service;azure-devops;azure-advisor;azure-monitor;azure-service-health;azure-portal;azure-clis;azure-resource-manager;azure-functions;azure-logic-apps;azure;azure-iot-hub;azure-iot-central,beginner,9,2021
104,learn.az-900-describe-core-azure-services,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-core-azure-services/,4,az-900,Azure Fundamentals part 2: Describe core Azure services (AZ-900),4.0,"113,789","1,694,786",17.90%,"85,386","15,280","17,352",2559,45.87949157,"32,576",160.0,learn.az-900-describe-core-azure-services,administrator;solution-architect;developer;student,azure;azure-app-service;azure-blob-storage;azure-container-instances;azure-container-registry;azure-cosmos-db;azure-databricks;azure-data-lake;azure-expressroute;azure-files;azure-hdinsight;azure-kubernetes-service;azure-sql-database;azure-storage;azure-storage-accounts;azure-synapse-analytics;azure-virtual-machines;azure-virtual-network;azure-vpn-gateway,beginner,9,2021
105,learn.az-900-describe-cloud-concepts,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-cloud-concepts/,3,az-900,Azure Fundamentals part 1: Describe core Azure concepts (AZ-900),3.0,"266,427","2,667,373",18.99%,"147,113","27,932","31,964",2559,30.57318621,"67,046",101.0,learn.az-900-describe-cloud-concepts,administrator;solution-architect;developer;student,azure;azure-resource-manager;azure-functions,beginner,9,2021
106,learn.az-900-describe-azure-cost-management-service-level-agreements,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-azure-cost-management-service-level-agreements/,2,az-900,Azure Fundamentals part 6: Describe Azure cost management and service level agreements (AZ-900),2.0,"38,507","398,147",35.42%,"29,254","10,363","11,730",2559,28.09882835,"18,887",70.0,learn.az-900-describe-azure-cost-management-service-level-agreements,administrator;business-analyst;business-user;data-engineer;data-scientist;developer;devops-engineer;solution-architect,azure,beginner,9,2021
107,learn-bizapps.visual-data-power-bi,https://docs.microsoft.com/en-us/learn/paths/visualize-data-power-bi/,4,da-100,Visualize data in Power BI,4.0,"16,288","196,172",11.44%,"11,646","1,332","1,503",2559,39.90645465,"10,909",350.0,learn-bizapps.visual-data-power-bi,data-analyst,power-bi,intermediate,9,2021
108,learn-bizapps.model-power-bi,https://docs.microsoft.com/en-us/learn/paths/model-power-bi/,3,da-100,Model data in Power BI,3.0,"23,513","218,049",12.11%,"13,662","1,655","1,849",2559,41.33146415,"11,191",331.0,learn-bizapps.model-power-bi,data-analyst,power-bi,intermediate,9,2021
109,learn-bizapps.manage-workspaces-datasets-power-bi,https://docs.microsoft.com/en-us/learn/paths/manage-workspaces-datasets-power-bi/,3,da-100,Manage workspaces and datasets in Power BI,3.0,"8,089","74,548",17.44%,"5,876","1,025","1,150",2559,28.78094532,"6,989",70.0,learn-bizapps.manage-workspaces-datasets-power-bi,data-analyst,power-bi,intermediate,9,2021
110,learn-bizapps.get-started-data-analytics,https://docs.microsoft.com/en-us/learn/paths/data-analytics-microsoft/,2,da-100,Get started with Microsoft data analytics,2.0,"119,726","616,735",16.61%,"36,225","6,016","6,768",2559,14.20991138,"18,232",76.0,learn-bizapps.get-started-data-analytics,data-analyst,power-bi,intermediate,9,2021
111,learn-bizapps.data-preparation-in-power-bi,https://docs.microsoft.com/en-us/learn/paths/prepare-data-power-bi/,2,da-100,Prepare data for analysis,2.0,"25,159","264,566",16.29%,"16,878","2,749","3,028",2559,39.25876095,"12,436",206.0,learn-bizapps.data-preparation-in-power-bi,data-analyst,power-bi,intermediate,9,2021
112,learn-bizapps.data-analysis-power-bi,https://docs.microsoft.com/en-us/learn/paths/perform-analytics-power-bi/,2,da-100,Data analysis in Power BI,2.0,"11,926","88,801",12.87%,"9,686","1,247","1,412",2559,21.11594276,"9,319",112.0,learn-bizapps.data-analysis-power-bi,data-analyst,power-bi,intermediate,9,2021
113,learn.wwl.create-machine-learn-models,https://docs.microsoft.com/en-us/learn/paths/create-machine-learn-models/,5,dp-100,Create machine learning models,5.0,"13,502","107,618",4.49%,"10,926",491,554,2559,28.61584457,"6,557",318.0,learn.wwl.create-machine-learn-models,ai-engineer;data-scientist;developer;student,vs-code;azure,intermediate,9,2021
114,learn.wwl.build-operate-machine-learning-solutions-azure-databricks,https://docs.microsoft.com/en-us/learn/paths/build-operate-machine-learning-solutions-azure-databricks/,10,dp-100,Build and operate machine learning solutions with Azure Databricks,8.0,"2,052","30,154",9.88%,"1,639",162,195,2559,31.58923002,80,180.0,learn.wwl.build-operate-machine-learning-solutions-azure-databricks,data-scientist,azure-databricks;azure-machine-learning,intermediate,9,2021
115,learn.data-ai.build-ai-solutions-with-azure-ml-service,https://docs.microsoft.com/en-us/learn/paths/build-ai-solutions-with-azure-ml-service/,15,dp-100,Build and operate machine learning solutions with Azure Machine Learning,15.0,"7,409","123,665",6.85%,"4,858",333,403,2559,39.30876187,"8,367",647.0,learn.data-ai.build-ai-solutions-with-azure-ml-service,data-scientist;student,azure;azure-machine-learning;azure-portal,intermediate,9,2021
116,learn.wwl.work-with-hybrid-transactional-analytical-processing-solutions,https://docs.microsoft.com/en-us/learn/paths/work-with-hybrid-transactional-analytical-processing-solutions/,4,dp-203,Work with Hybrid Transactional and Analytical Processing Solutions using Azure Synapse Analytics,4.0,"1,576","20,359",22.69%,"1,203",273,311,2559,29.48861041,616,146.0,learn.wwl.work-with-hybrid-transactional-analytical-processing-solutions,data-engineer,azure-synapse-analytics,intermediate,9,2021
117,learn.wwl.work-with-data-warehouses-using-azure-synapse-analytics,https://docs.microsoft.com/en-us/learn/paths/work-with-data-warehouses-using-azure-synapse-analytics/,9,dp-203,Work with Data Warehouses using Azure Synapse Analytics,9.0,"5,106","94,691",11.03%,"2,983",329,375,2559,47.70014689,"1,240",453.0,learn.wwl.work-with-data-warehouses-using-azure-synapse-analytics,data-engineer,azure-synapse-analytics,intermediate,9,2021
118,learn.wwl.realize-integrated-analytical-solutions-with-azure-synapse-analytics,https://docs.microsoft.com/en-us/learn/paths/realize-integrated-analytical-solutions-with-azure-synapse-analytics/,4,dp-203,Realize Integrated Analytical Solutions with Azure Synapse Analytics,4.0,"5,847","76,463",17.77%,"3,427",609,691,2559,34.73229006,"1,271",196.0,learn.wwl.realize-integrated-analytical-solutions-with-azure-synapse-analytics,data-engineer,azure-synapse-analytics,beginner,9,2021
119,learn.wwl.perform-data-engineering-with-azure-synapse-apache-spark-pools,https://docs.microsoft.com/en-us/learn/paths/perform-data-engineering-with-azure-synapse-apache-spark-pools/,5,dp-203,Perform data engineering with Azure Synapse Apache Spark Pools,5.0,"2,693","36,093",16.59%,"1,694",281,319,2559,29.61920411,815,143.0,learn.wwl.perform-data-engineering-with-azure-synapse-apache-spark-pools,data-engineer,azure-synapse-analytics,intermediate,9,2021
120,learn.wwl.data-integration-scale-azure-data-factory,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,8,dp-203,Data integration at scale Azure Data Factory,8.0,"9,254","162,154",9.30%,"6,032",561,624,2559,52.60556156,"2,446",348.0,learn.wwl.data-integration-scale-azure-data-factory,data-engineer;data-scientist,azure-data-factory;azure-synapse-analytics,intermediate,9,2021
121,learn.wwl.data-engineer-azure-databricks,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,15,dp-203,Data engineering with Azure Databricks,15.0,"9,174","171,253",9.09%,"5,293",481,551,2559,39.56165068,"3,707",617.0,learn.wwl.data-engineer-azure-databricks,data-engineer,azure-databricks,intermediate,9,2021
122,learn.data-ai.implement-data-streaming-with-asa,https://docs.microsoft.com/en-us/learn/paths/implement-data-streaming-with-asa/,3,dp-203,Implement a Data Streaming Solution with Azure Streaming Analytics,3.0,"4,374","41,736",16.12%,"1,936",312,327,2559,23.85973937,"3,831",138.0,learn.data-ai.implement-data-streaming-with-asa,data-engineer,azure;azure-portal;azure-storage;azure-stream-analytics,beginner,9,2021
123,learn.data-ai.data-processing-with-azure-adls,https://docs.microsoft.com/en-us/learn/paths/data-processing-with-azure-adls/,3,dp-203,Large-Scale Data Processing with Azure Data Lake Storage Gen2,3.0,"9,549","79,728",19.61%,"2,086",409,465,2559,21.24805215,"4,256",125.0,learn.data-ai.data-processing-with-azure-adls,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner,9,2021
124,learn.data-ai.azure-for-the-data-engineer,https://docs.microsoft.com/en-us/learn/paths/azure-for-the-data-engineer/,3,dp-203,Azure for the Data Engineer,3.0,"15,588","148,525",12.07%,"13,667","1,649","1,851",2559,32.06453575,"11,640",111.0,learn.data-ai.azure-for-the-data-engineer,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner,9,2021
125,learn.wwl.plan-implement-ha-dr-environment,https://docs.microsoft.com/en-us/learn/paths/plan-implement-high-availability-disaster-recovery-environment/,3,dp-300,Plan and implement an high availability and disaster recovery environment,3.0,"1,134","7,846",10.06%,706,71,82,2559,19.68042328,971,153.0,learn.wwl.plan-implement-ha-dr-environment,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,9,2021
126,learn.wwl.plan-implement-data-platform-resources,https://docs.microsoft.com/en-us/learn/paths/plan-implement-data-platform-resources/,3,dp-300,Plan and Implement Data Platform Resources,3.0,"3,755","17,475",9.75%,"1,149",112,125,2559,11.32155348,"1,360",186.0,learn.wwl.plan-implement-data-platform-resources,data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,9,2021
127,learn.wwl.optimize-query-performance-sql-server,https://docs.microsoft.com/en-us/learn/paths/optimize-query-performance-sql-server/,3,dp-300,Optimize query performance in SQL Server,3.0,"3,157","16,786",5.02%,"2,612",131,145,2559,17.20857354,"2,712",159.0,learn.wwl.optimize-query-performance-sql-server,data-analyst;data-engineer;database-administrator;developer,azure-sql-database;sql-server,intermediate,9,2021
128,learn.wwl.monitor-optimize-operational-resources-sql-server,https://docs.microsoft.com/en-us/learn/paths/monitor-optimize-operational-resources-sql-server/,5,dp-300,Monitor and optimize operational resources in SQL Server,5.0,"1,327","9,947",8.63%,823,71,82,2559,20.53077116,805,190.0,learn.wwl.monitor-optimize-operational-resources-sql-server,administrator,azure,intermediate,9,2021
129,learn.wwl.implement-secure-environment-database-service,https://docs.microsoft.com/en-us/learn/paths/implement-secure-environment-database-service/,3,dp-300,Implement a secure environment for a database service,3.0,"1,200","7,476",9.81%,795,78,86,2559,18.66097222,"1,335",150.0,learn.wwl.implement-secure-environment-database-service,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,9,2021
130,learn.wwl.automate-tasks-sql-server,https://docs.microsoft.com/en-us/learn/paths/automate-tasks-sql-server/,3,dp-300,Automate tasks in SQL Server,3.0,"1,452","6,847",6.52%,"1,211",79,87,2559,10.24923095,"1,617",144.0,learn.wwl.automate-tasks-sql-server,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,9,2021
131,learn.azure-sql-fundamentals,https://docs.microsoft.com/en-us/learn/paths/azure-sql-fundamentals/,6,dp-300,Azure SQL fundamentals,6.0,"10,225","74,569",2.19%,"8,182",179,205,2559,27.62718337,"5,860",434.0,learn.azure-sql-fundamentals,database-administrator;administrator;solution-architect,azure;azure-sql-database,beginner,9,2021
132,learn.wwl.azure-data-fundamentals-explore-relational-data,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-relational-data/,3,dp-900,Azure Data Fundamentals: Explore relational data in Azure,3.0,"11,987","171,790",24.08%,"8,852","2,132","2,474",2559,48.56620645,"5,496",87.0,learn.wwl.azure-data-fundamentals-explore-relational-data,administrator;business-user;data-engineer;student,azure,beginner,9,2021
133,learn.wwl.azure-data-fundamentals-explore-non-relational-data,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-non-relational-data/,3,dp-900,Azure Data Fundamentals: Explore non-relational data in Azure,3.0,"8,588","123,669",25.50%,"7,019","1,790","2,000",2559,52.03003998,"4,713",144.0,learn.wwl.azure-data-fundamentals-explore-non-relational-data,administrator;business-user;data-engineer;student,azure,beginner,9,2021
134,learn.wwl.azure-data-fundamentals-explore-data-warehouse-analytics,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-data-warehouse-analytics/,4,dp-900,Azure Data Fundamentals: Explore modern data warehouse analytics in Azure,4.0,"98,691","481,650",25.00%,"8,313","2,078","2,352",2559,13.45195982,"5,498",111.0,learn.wwl.azure-data-fundamentals-explore-data-warehouse-analytics,administrator;business-user;data-engineer,azure,beginner,9,2021
135,learn.wwl.azure-data-fundamentals-explore-core-data-concepts,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-core-data-concepts/,5,dp-900,Azure Data Fundamentals: Explore core data concepts,5.0,"26,221","361,138",15.36%,"21,616","3,320","3,839",2559,48.71335444,"11,129",99.0,learn.wwl.azure-data-fundamentals-explore-core-data-concepts,administrator;business-user;data-engineer;student,azure,beginner,9,2021
136,learn-dynamics.implementing-customer-engagement-online,https://docs.microsoft.com/en-us/learn/paths/implementing-customer-engagement-apps/,4,mb-200,"Work with Microsoft Power Platform tenants, environments, subscriptions, and Dynamics 365 apps",4.0,"1,511","15,250",10.63%,"1,054",112,128,2559,36.35222811,"2,092",300.0,learn-dynamics.implementing-customer-engagement-online,administrator;business-user;functional-consultant,dynamics-365;power-platform,intermediate,9,2021
137,learn-dynamics.implementing-customer-engagement-online,https://docs.microsoft.com/en-us/learn/paths/implementing-customer-engagement-apps/,4,pl-400,"Work with Microsoft Power Platform tenants, environments, subscriptions, and Dynamics 365 apps",4.0,"1,511","15,250",10.63%,"1,054",112,128,2559,36.35222811,"2,092",300.0,learn-dynamics.implementing-customer-engagement-online,administrator;business-user;functional-consultant,dynamics-365;power-platform,intermediate,9,2021
138,learn-bizapps.get-started-power-apps-portals,https://docs.microsoft.com/en-us/learn/paths/get-started-power-apps-portals/,5,mb-200,Get Started with Power Apps portals,5.0,"3,288","22,277",5.22%,"2,166",113,127,2559,19.36583029,"1,392",188.0,learn-bizapps.get-started-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate,9,2021
139,learn-bizapps.extend-power-apps-portals,https://docs.microsoft.com/en-us/learn/paths/extend-power-apps-portals/,3,mb-200,Extend Power Apps portals,3.0,"1,836","9,365",11.77%,790,93,108,2559,15.89773057,780,142.0,learn-bizapps.extend-power-apps-portals,maker;functional-consultant;administrator;developer;solution-architect,power-platform;power-apps,advanced,9,2021
140,learn-bizapps.extend-power-apps-portals,https://docs.microsoft.com/en-us/learn/paths/extend-power-apps-portals/,3,pl-400,Extend Power Apps portals,3.0,"1,836","9,365",11.77%,790,93,108,2559,15.89773057,780,142.0,learn-bizapps.extend-power-apps-portals,maker;functional-consultant;administrator;developer;solution-architect,power-platform;power-apps,advanced,9,2021
141,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,mb-200,Create and use analytics reports with Power BI,6.0,"121,613","729,280",6.84%,"23,907","1,635","1,824",2559,14.34115117,"25,739",375.0,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,9,2021
142,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,mb-210,Create and use analytics reports with Power BI,6.0,"121,613","729,280",6.84%,"23,907","1,635","1,824",2559,14.34115117,"25,739",375.0,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,9,2021
