,LearningPathUid_x,LearningPathUrl,TotalModules,Certification,Title,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid_y,Roles,Products,Levels,Month,Year
0,learn.wwl.provision-manage-azure-cognitive-services,https://docs.microsoft.com/en-us/learn/paths/provision-manage-azure-cognitive-services/,4,ai-102,Provision and manage Azure Cognitive Services,4,"2,199","34,088",28.62%,"1,894",542,591,2180,25.84937093,542,185,learn.wwl.provision-manage-azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,intermediate,11,2021
1,learn.wwl.process-translate-text-azure-cognitive-services,https://docs.microsoft.com/en-us/learn/paths/process-translate-text-azure-cognitive-services/,2,ai-102,Process and translate text with Azure Cognitive Services,2,"1,671","18,259",32.34%,"1,438",465,510,2180,16.03169759,198,108,learn.wwl.process-translate-text-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services,intermediate,11,2021
2,learn.wwl.process-translate-speech-azure-cognitive-speech-services,https://docs.microsoft.com/en-us/learn/paths/process-translate-speech-azure-cognitive-speech-services/,2,ai-102,Process and Translate Speech with Azure Cognitive Speech Services,2,"1,908","19,232",34.41%,"1,357",467,500,2180,15.78802411,"1,465",105,learn.wwl.process-translate-speech-azure-cognitive-speech-services,ai-engineer;developer,azure;azure-cognitive-services,intermediate,11,2021
3,learn.wwl.prepare-for-ai-engineering,https://docs.microsoft.com/en-us/learn/paths/prepare-for-ai-engineering/,1,ai-102,Prepare for AI engineering,1,"3,499","26,796",23.64%,"3,308",782,889,2180,14.74740878,529,31,learn.wwl.prepare-for-ai-engineering,ai-engineer;developer,azure,intermediate,11,2021
4,learn.wwl.implement-knowledge-mining-azure-cognitive-search,https://docs.microsoft.com/en-us/learn/paths/implement-knowledge-mining-azure-cognitive-search/,3,ai-102,Implement knowledge mining with Azure Cognitive Search,3,"1,345","19,586",35.39%,"1,167",413,450,2180,21.61687732,652,155,learn.wwl.implement-knowledge-mining-azure-cognitive-search,ai-engineer;developer;solution-architect,azure;azure-cognitive-services;azure-sdks;azure-cognitive-search,intermediate,11,2021
5,learn.wwl.extract-text-from-images-documents,https://docs.microsoft.com/en-us/learn/paths/extract-text-from-images-documents/,2,ai-102,Extract text from images and documents,2,"1,522","15,473",32.57%,"1,274",415,451,2180,11.72907359,339,91,learn.wwl.extract-text-from-images-documents,ai-engineer;data-scientist;student,azure-form-recognizer,intermediate,11,2021
6,learn.wwl.create-language-understanding-solution,https://docs.microsoft.com/en-us/learn/paths/create-language-understanding-solution/,3,ai-102,Create a Language Understanding solution,3,"1,375","19,295",34.55%,"1,146",396,435,2180,21.82473939,181,148,learn.wwl.create-language-understanding-solution,ai-engineer;developer,azure-cognitive-services;azure-language-understanding,intermediate,11,2021
7,learn.wwl.create-conversational-ai-solutions,https://docs.microsoft.com/en-us/learn/paths/create-conversational-ai-solutions/,2,ai-102,Create conversational AI solutions,2,"2,267","18,928",23.04%,"1,840",424,466,2180,19.26537274,707,124,learn.wwl.create-conversational-ai-solutions,ai-engineer;developer,azure;azure-bot-service;azure-cognitive-services;azure-language-understanding;azure-sdks,intermediate,11,2021
8,learn.wwl.create-computer-vision-solutions-azure-cognitive-services,https://docs.microsoft.com/en-us/learn/paths/create-computer-vision-solutions-azure-cognitive-services/,5,ai-102,Create computer vision solutions with Azure Cognitive Services,5,"1,901","29,677",30.02%,"1,266",380,421,2180,18.19799228,177,267,learn.wwl.create-computer-vision-solutions-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services;azure-computer-vision;azure-custom-vision;azure-face;azure-video-indexer,intermediate,11,2021
9,learn.wwl.build-qna-solution,https://docs.microsoft.com/en-us/learn/paths/build-qna-solution/,1,ai-102,Build a QnA solution,1,"1,054","9,189",42.09%,955,402,438,2180,13.34977862,133,36,learn.wwl.build-qna-solution,ai-engineer;developer,azure-cognitive-services;azure-qna-maker,intermediate,11,2021
10,learn.wwl.get-started-with-artificial-intelligence-on-azure,https://docs.microsoft.com/en-us/learn/paths/get-started-with-artificial-intelligence-on-azure/,1,ai-900,Microsoft Azure AI Fundamentals: Get started with artificial intelligence,1,"23,607","182,127",23.62%,"18,956","4,478","5,109",2180,15.97601841,"15,624",34,learn.wwl.get-started-with-artificial-intelligence-on-azure,ai-engineer;data-scientist;developer;student,azure-bot-service;azure-cognitive-services;azure-machine-learning,beginner,11,2021
11,learn.wwl.explore-natural-language-processing,https://docs.microsoft.com/en-us/learn/paths/explore-natural-language-processing/,4,ai-900,Microsoft Azure AI Fundamentals: Explore natural language processing,4,"7,001","81,990",32.30%,"5,332","1,722","1,899",2180,23.5092701,"6,401",133,learn.wwl.explore-natural-language-processing,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services;azure-language-understanding;azure-portal,beginner,11,2021
12,learn.wwl.explore-fundamentals-of-knowledge-mining,https://docs.microsoft.com/en-us/learn/paths/explore-fundamentals-of-knowledge-mining/,1,ai-900,Microsoft Azure AI Fundamentals: Explore knowledge mining,1,"1,308","9,155",40.26%,991,399,454,2180,21.24146279,102,46,learn.wwl.explore-fundamentals-of-knowledge-mining,ai-engineer;student,azure-search,beginner,11,2021
13,learn.wwl.explore-fundamentals-of-decision-support,https://docs.microsoft.com/en-us/learn/paths/explore-fundamentals-of-decision-support/,1,ai-900,Microsoft Azure AI Fundamentals: Explore decision support,1,"1,111","6,885",41.93%,"1,035",434,468,2180,13.19515452,105,38,learn.wwl.explore-fundamentals-of-decision-support,ai-engineer;student,azure-anomaly-detector,beginner,11,2021
14,learn.wwl.explore-conversational-ai,https://docs.microsoft.com/en-us/learn/paths/explore-conversational-ai/,1,ai-900,Microsoft Azure AI Fundamentals: Explore conversational AI,1,"4,872","25,601",46.58%,"3,761","1,752","1,953",2180,10.31110427,"2,964",29,learn.wwl.explore-conversational-ai,ai-engineer;data-scientist;developer;solution-architect;student,azure-bot-service;azure-cognitive-services,beginner,11,2021
15,learn.wwl.explore-computer-vision-microsoft-azure,https://docs.microsoft.com/en-us/learn/paths/explore-computer-vision-microsoft-azure/,6,ai-900,Microsoft Azure AI Fundamentals: Explore computer vision,6,"10,964","154,047",22.75%,"8,537","1,942","1,964",2180,25.73010458,"6,487",179,learn.wwl.explore-computer-vision-microsoft-azure,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,beginner,11,2021
16,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,ai-900,Microsoft Azure AI Fundamentals: Explore visual tools for machine learning,4,"18,048","281,306",16.43%,"13,487","2,216","2,480",2180,35.73681571,"10,686",209,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner,11,2021
17,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,dp-100,Microsoft Azure AI Fundamentals: Explore visual tools for machine learning,4,"18,048","281,306",16.43%,"13,487","2,216","2,480",2180,35.73681571,"10,686",209,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner,11,2021
18,learn.security.manage-security-operations,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,8,az-103,Manage security operations in Azure,8,"43,545","422,759",33.94%,"1,915",650,699,2180,25.26542236,"8,451",360,learn.security.manage-security-operations,administrator;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate,11,2021
19,learn.security.manage-identity-and-access,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,9,az-103,Manage identity and access in Azure Active Directory,9,"57,472","548,185",17.67%,"6,130","1,083","1,173",2180,23.09705741,"18,122",317,learn.security.manage-identity-and-access,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-active-directory,beginner;intermediate,11,2021
20,learn.security.implement-resource-mgmt-security,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,6,az-103,Implement resource management security in Azure,6,"52,031","706,182",65.24%,"1,824","1,190","1,237",2180,38.59555265,"9,862",207,learn.security.implement-resource-mgmt-security,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-resource-manager;azure-blueprints;azure-policy;azure-rbac,beginner;intermediate,11,2021
21,learn.manage-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,az-103,Manage resources in Azure,6,"48,098","536,270",16.27%,"7,812","1,271","1,356",2180,27.59563946,"13,740",271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,11,2021
22,learn.manage-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,az-203,Manage resources in Azure,6,"48,098","536,270",16.27%,"7,812","1,271","1,356",2180,27.59563946,"13,740",271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,11,2021
23,learn.manage-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,az-204,Manage resources in Azure,6,"48,098","536,270",16.27%,"7,812","1,271","1,356",2180,27.59563946,"13,740",271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,11,2021
24,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-103,Architect storage infrastructure in Azure,9,"42,957","869,345",34.56%,"3,189","1,102","1,201",2180,36.90558233,"9,823",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,11,2021
25,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-300,Architect storage infrastructure in Azure,9,"42,957","869,345",34.56%,"3,189","1,102","1,201",2180,36.90558233,"9,823",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,11,2021
26,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-301,Architect storage infrastructure in Azure,9,"42,957","869,345",34.56%,"3,189","1,102","1,201",2180,36.90558233,"9,823",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,11,2021
27,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-303,Architect storage infrastructure in Azure,9,"42,957","869,345",34.56%,"3,189","1,102","1,201",2180,36.90558233,"9,823",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,11,2021
28,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-304,Architect storage infrastructure in Azure,9,"42,957","869,345",34.56%,"3,189","1,102","1,201",2180,36.90558233,"9,823",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,11,2021
29,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-103,Architect network infrastructure in Azure,12,"27,579","504,362",5.52%,"8,691",480,529,2180,35.55133012,"15,605",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,11,2021
30,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-300,Architect network infrastructure in Azure,12,"27,579","504,362",5.52%,"8,691",480,529,2180,35.55133012,"15,605",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,11,2021
31,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-301,Architect network infrastructure in Azure,12,"27,579","504,362",5.52%,"8,691",480,529,2180,35.55133012,"15,605",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,11,2021
32,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-303,Architect network infrastructure in Azure,12,"27,579","504,362",5.52%,"8,691",480,529,2180,35.55133012,"15,605",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,11,2021
33,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-304,Architect network infrastructure in Azure,12,"27,579","504,362",5.52%,"8,691",480,529,2180,35.55133012,"15,605",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,11,2021
34,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-103,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,531","135,562",14.06%,"1,742",245,234,2180,23.233167,"7,795",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,11,2021
35,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-300,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,531","135,562",14.06%,"1,742",245,234,2180,23.233167,"7,795",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,11,2021
36,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-301,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,531","135,562",14.06%,"1,742",245,234,2180,23.233167,"7,795",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,11,2021
37,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-303,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,531","135,562",14.06%,"1,742",245,234,2180,23.233167,"7,795",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,11,2021
38,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-304,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,531","135,562",14.06%,"1,742",245,234,2180,23.233167,"7,795",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,11,2021
39,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-103,Architect infrastructure operations in Azure,5,"35,827","411,555",27.80%,"1,860",517,531,2180,33.86844093,"9,378",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,11,2021
40,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-300,Architect infrastructure operations in Azure,5,"35,827","411,555",27.80%,"1,860",517,531,2180,33.86844093,"9,378",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,11,2021
41,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-301,Architect infrastructure operations in Azure,5,"35,827","411,555",27.80%,"1,860",517,531,2180,33.86844093,"9,378",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,11,2021
42,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-303,Architect infrastructure operations in Azure,5,"35,827","411,555",27.80%,"1,860",517,531,2180,33.86844093,"9,378",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,11,2021
43,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-304,Architect infrastructure operations in Azure,5,"35,827","411,555",27.80%,"1,860",517,531,2180,33.86844093,"9,378",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,11,2021
44,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-103,Architect compute infrastructure in Azure,9,"94,127","926,105",12.75%,"3,097",395,358,2180,32.47075458,"10,142",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,11,2021
45,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-300,Architect compute infrastructure in Azure,9,"94,127","926,105",12.75%,"3,097",395,358,2180,32.47075458,"10,142",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,11,2021
46,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-301,Architect compute infrastructure in Azure,9,"94,127","926,105",12.75%,"3,097",395,358,2180,32.47075458,"10,142",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,11,2021
47,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-303,Architect compute infrastructure in Azure,9,"94,127","926,105",12.75%,"3,097",395,358,2180,32.47075458,"10,142",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,11,2021
48,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-304,Architect compute infrastructure in Azure,9,"94,127","926,105",12.75%,"3,097",395,358,2180,32.47075458,"10,142",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,11,2021
49,learn.administer-infrastructure-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/administer-infrastructure-resources-in-azure/,12,az-103,Administer infrastructure resources in Azure,12,"58,471","696,008",8.24%,"1,882",155,117,2180,21.88910172,"9,796",665,learn.administer-infrastructure-resources-in-azure,administrator,azure;azure-virtual-machines;azure-storage;azure-portal;azure-monitor;azure-clis;azure-resource-manager;azure-automation,beginner,11,2021
50,learn.administer-containers-in-azure,https://docs.microsoft.com/en-us/learn/paths/administer-containers-in-azure/,7,az-103,Administer containers in Azure,7,"21,276","153,238",14.90%,"1,812",270,290,2180,22.66585981,"6,628",310,learn.administer-containers-in-azure,administrator,azure;azure-container-instances;azure-container-registry,beginner,11,2021
51,learn.az104-admin-prerequisites,https://docs.microsoft.com/en-us/learn/paths/az-104-administrator-prerequisites/,6,az-104,AZ-104: Prerequisites for Azure administrators,6,"49,961","680,201",8.50%,"39,118","3,326","3,490",2180,28.3985005,"19,321",220,learn.az104-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner,11,2021
52,learn.az-104-monitor-backup-resources,https://docs.microsoft.com/en-us/learn/paths/az-104-monitor-backup-resources/,9,az-104,AZ-104: Monitor and back up Azure resources,9,"11,247","236,834",22.20%,"7,351","1,632","1,747",2180,34.50212353,"6,200",290,learn.az-104-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner,11,2021
53,learn.az-104-manage-virtual-networks,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,15,az-104,AZ-104: Configure and manage virtual networks for Azure administrators,15,"28,016","1,608,335",73.86%,"11,448","8,455","8,704",2180,64.77284706,"8,322",480,learn.az-104-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-bastion;azure-firewall;azure-virtual-desktop,beginner,11,2021
54,learn.az-104-manage-storage,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,9,az-104,AZ-104: Implement and manage storage in Azure,9,"57,862","1,830,597",51.62%,"19,949","10,297","10,581",2180,53.99201693,"7,909",284,learn.az-104-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-virtual-machines,beginner,11,2021
55,learn.az-104-manage-identities-governance,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,8,az-104,AZ-104: Manage identities and governance in Azure,8,"25,393","481,901",17.23%,"17,664","3,044","3,250",2180,36.52346578,"9,755",247,learn.az-104-manage-identities-governance,administrator,azure;azure-active-directory;azure-rbac;azure-resource-manager;azure-cost-management,beginner,11,2021
56,learn.az-104-manage-compute-resources,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,11,az-104,AZ-104: Deploy and manage Azure compute resources,11,"48,221","1,580,875",75.66%,"11,112","8,407","9,560",2180,42.21981053,"7,676",379,learn.az-104-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner,11,2021
57,learn.wwl.sap-certified-offerings-azure,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,4,az-120,SAP certified offerings for Azure,4,"1,560","11,684",6.30%,"1,269",80,87,2180,19.38111111,"1,816",189,learn.wwl.sap-certified-offerings-azure,administrator,azure,beginner,11,2021
58,learn.wwl.run-azure-sap-workloads,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,5,az-120,Run Azure for SAP workloads,5,531,"4,498",10.34%,358,37,40,2180,19.82583176,923,196,learn.wwl.run-azure-sap-workloads,administrator,azure,advanced,11,2021
59,learn-pr.wwl.planning-azure-sap-workloads,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,3,az-120,Planning Azure for SAP workloads,3,520,"3,914",8.54%,445,38,43,2180,20.94035256,"1,204",206,learn-pr.wwl.planning-azure-sap-workloads,administrator,azure,advanced,11,2021
60,learn-m365.windows-virtual-desktop,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,8,az-140,Deliver remote desktops and apps with Azure Virtual Desktop,8,"6,836","64,159",5.23%,"3,998",209,192,2180,25.46193924,"4,614",340,learn-m365.windows-virtual-desktop,administrator,azure;m365;azure-virtual-desktop,intermediate,11,2021
61,learn.work-with-relational-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,6,az-203,Work with relational data in Azure,6,"7,552","56,821",8.30%,"1,168",97,102,2180,17.48977313,"6,815",310,learn.work-with-relational-data-in-azure,developer;data-engineer,azure;azure-sql-database;azure-cloud-shell;azure-clis,intermediate,11,2021
62,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,az-203,Store data in Azure,5,"43,278","690,260",14.15%,"11,929","1,688","1,830",2180,28.21083614,"13,460",220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,11,2021
63,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,az-204,Store data in Azure,5,"43,278","690,260",14.15%,"11,929","1,688","1,830",2180,28.21083614,"13,460",220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,11,2021
64,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,dp-203,Store data in Azure,5,"43,278","690,260",14.15%,"11,929","1,688","1,830",2180,28.21083614,"13,460",220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,11,2021
65,learn.secure-your-cloud-data,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,az-203,Secure your cloud data in Azure,7,"47,391","483,213",22.73%,"4,677","1,063","1,144",2180,26.83999388,"10,034",287,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate,11,2021
66,learn.secure-your-cloud-data,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,az-204,Secure your cloud data in Azure,7,"47,391","483,213",22.73%,"4,677","1,063","1,144",2180,26.83999388,"10,034",287,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate,11,2021
67,learn.deploy-a-website-with-azure-virtual-machines,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines/,4,az-203,Deploy a website with Azure virtual machines,4,"44,922","362,625",24.45%,"6,609","1,616","1,786",2180,14.49625647,"7,053",246,learn.deploy-a-website-with-azure-virtual-machines,developer,azure;azure-virtual-machines;azure-portal;azure-cloud-shell,beginner,11,2021
