ID,LearningPathUid_x,LearningPathUrl,TotalModules,Certification,Title,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid_y,Roles,Products,Levels,Month,Year
75,learn.build-intelligent-edge-with-azure-iot-edge,https://docs.microsoft.com/en-us/learn/paths/build-intelligent-edge-with-azure-iot-edge/,3,az-220,Build the intelligent edge with Azure IoT Edge,3,"1,670","19,459",19.56%,680,133,145,1757,23.38418164,"1,795",185,learn.build-intelligent-edge-with-azure-iot-edge,developer;solution-architect,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid;azure-resource-manager;azure-virtual-machines;azure-notebooks;azure-cloud-shell;azure-container-instances;azure-container-registry,beginner;intermediate;advanced,10,2021
76,learn.azure.develop-azure-digital-twins,https://docs.microsoft.com/en-us/learn/paths/develop-azure-digital-twins/,4,az-220,Develop with Azure Digital Twins,4,"1,478","14,986",4.50%,"1,089",49,57,1757,28.69144114,402,218,learn.azure.develop-azure-digital-twins,developer,azure;azure-iot;azure-time-series-insights;azure-iot-hub;azure-functions;azure-event-grid;azure-event-hubs;azure-digital-twins,intermediate;advanced,10,2021
77,learn-develop-solutions-with-azure-iot-central,https://docs.microsoft.com/en-us/learn/paths/develop-iot-solutions-with-azure-iot-central/,5,az-220,Develop IoT solutions with Azure IoT Central,5,"1,861","19,517",6.06%,709,43,44,1757,29.43659323,"1,682",285,learn-develop-solutions-with-azure-iot-central,developer;solution-architect;administrator,azure;azure-iot;azure-iot-hub;azure-iot-central;azure-time-series-insights,beginner;intermediate,10,2021
78,learn.architect-modern-apps,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,7,az-300,Architect modern applications in Azure,7,"25,519","227,535",12.51%,"2,262",283,310,1757,19.39031245,"7,391",321,learn.architect-modern-apps,solution-architect,azure;azure-kubernetes-service;azure-container-instances;azure-app-service;azure-cache-redis,intermediate,10,2021
79,learn.architect-modern-apps,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,7,az-301,Architect modern applications in Azure,7,"25,519","227,535",12.51%,"2,262",283,310,1757,19.39031245,"7,391",321,learn.architect-modern-apps,solution-architect,azure;azure-kubernetes-service;azure-container-instances;azure-app-service;azure-cache-redis,intermediate,10,2021
80,learn.architect-modern-apps,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,7,az-303,Architect modern applications in Azure,7,"25,519","227,535",12.51%,"2,262",283,310,1757,19.39031245,"7,391",321,learn.architect-modern-apps,solution-architect,azure;azure-kubernetes-service;azure-container-instances;azure-app-service;azure-cache-redis,intermediate,10,2021
81,learn.architect-modern-apps,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,7,az-304,Architect modern applications in Azure,7,"25,519","227,535",12.51%,"2,262",283,310,1757,19.39031245,"7,391",321,learn.architect-modern-apps,solution-architect,azure;azure-kubernetes-service;azure-container-instances;azure-app-service;azure-cache-redis,intermediate,10,2021
82,learn.architect-messaging-serverless,https://docs.microsoft.com/en-us/learn/paths/architect-messaging-serverless/,8,az-300,Architect message brokering and serverless applications in Azure,8,"14,719","217,036",11.57%,"1,841",213,235,1757,46.88674842,"5,681",376,learn.architect-messaging-serverless,solution-architect,azure;azure-functions;azure-event-hubs;azure-event-grid;azure-service-bus;azure-logic-apps,intermediate,10,2021
83,learn.architect-messaging-serverless,https://docs.microsoft.com/en-us/learn/paths/architect-messaging-serverless/,8,az-301,Architect message brokering and serverless applications in Azure,8,"14,719","217,036",11.57%,"1,841",213,235,1757,46.88674842,"5,681",376,learn.architect-messaging-serverless,solution-architect,azure;azure-functions;azure-event-hubs;azure-event-grid;azure-service-bus;azure-logic-apps,intermediate,10,2021
84,learn.architect-messaging-serverless,https://docs.microsoft.com/en-us/learn/paths/architect-messaging-serverless/,8,az-303,Architect message brokering and serverless applications in Azure,8,"14,719","217,036",11.57%,"1,841",213,235,1757,46.88674842,"5,681",376,learn.architect-messaging-serverless,solution-architect,azure;azure-functions;azure-event-hubs;azure-event-grid;azure-service-bus;azure-logic-apps,intermediate,10,2021
85,learn.architect-messaging-serverless,https://docs.microsoft.com/en-us/learn/paths/architect-messaging-serverless/,8,az-304,Architect message brokering and serverless applications in Azure,8,"14,719","217,036",11.57%,"1,841",213,235,1757,46.88674842,"5,681",376,learn.architect-messaging-serverless,solution-architect,azure;azure-functions;azure-event-hubs;azure-event-grid;azure-service-bus;azure-logic-apps,intermediate,10,2021
86,learn.architect-data-platform,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,az-300,Architect a data platform in Azure,8,"44,682","470,774",6.66%,"3,166",211,229,1757,27.21187988,"8,551",390,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,10,2021
87,learn.architect-data-platform,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,az-301,Architect a data platform in Azure,8,"44,682","470,774",6.66%,"3,166",211,229,1757,27.21187988,"8,551",390,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,10,2021
88,learn.architect-data-platform,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,az-303,Architect a data platform in Azure,8,"44,682","470,774",6.66%,"3,166",211,229,1757,27.21187988,"8,551",390,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,10,2021
89,learn.architect-data-platform,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,az-304,Architect a data platform in Azure,8,"44,682","470,774",6.66%,"3,166",211,229,1757,27.21187988,"8,551",390,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,10,2021
90,learn.architect-api-integration,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,az-300,Architect API integration in Azure,5,"8,530","78,157",10.24%,"2,296",235,257,1757,22.68205549,"6,283",224,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,10,2021
91,learn.architect-api-integration,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,az-301,Architect API integration in Azure,5,"8,530","78,157",10.24%,"2,296",235,257,1757,22.68205549,"6,283",224,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,10,2021
92,learn.architect-api-integration,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,az-303,Architect API integration in Azure,5,"8,530","78,157",10.24%,"2,296",235,257,1757,22.68205549,"6,283",224,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,10,2021
93,learn.architect-api-integration,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,az-304,Architect API integration in Azure,5,"8,530","78,157",10.24%,"2,296",235,257,1757,22.68205549,"6,283",224,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,10,2021
94,learn.az-400-manage-source-control,https://docs.microsoft.com/en-us/learn/paths/az-400-manage-source-control/,15,az-400,AZ-400: Manage source control,15,"10,227","118,209",13.42%,"2,593",348,329,1757,22.70934129,"2,465",829,learn.az-400-manage-source-control,devops-engineer;administrator;developer;solution-architect,azure;github,beginner,10,2021
95,learn.az-400-facilitate-communication-collaboration,https://docs.microsoft.com/en-us/learn/paths/az-400-facilitate-communication-collaboration/,6,az-400,AZ-400: Facilitate communication and collaboration,6,"30,456","253,442",12.54%,"1,994",250,273,1757,23.82712821,"1,921",147,learn.az-400-facilitate-communication-collaboration,devops-engineer;administrator;developer;solution-architect,azure;azure-devops,beginner,10,2021
96,learn.az-400-develop-sre-strategy,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-sre-strategy/,8,az-400,AZ-400: Develop a Site Reliability Engineering (SRE) strategy,8,"13,671","132,734",6.01%,"3,027",182,207,1757,25.8178736,"1,806",466,learn.az-400-develop-sre-strategy,devops-engineer;administrator;developer;solution-architect,azure;azure-monitor;azure-load-balancer;azure-virtual-machines,beginner,10,2021
97,learn.az-400-develop-security-compliance-plan,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-security-compliance-plan/,11,az-400,AZ-400: Develop a security and compliance plan,11,"56,495","751,119",11.98%,"2,104",252,224,1757,36.98772487,"2,622",428,learn.az-400-develop-security-compliance-plan,devops-engineer;administrator;developer;solution-architect;security-engineer,azure;azure-active-directory;azure-key-vault;azure-api-management;azure-monitor,beginner,10,2021
98,learn.az-400-develop-instrumentation-strategy,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-instrumentation-strategy/,11,az-400,AZ-400: Develop an instrumentation strategy,11,"24,364","240,053",3.69%,"6,422",237,255,1757,28.63131259,"2,944",497,learn.az-400-develop-instrumentation-strategy,devops-engineer;administrator;developer;solution-architect,azure;azure-portal;azure-resource-manager;azure-application-insights;azure-monitor;azure-event-grid;azure-sentinel;azure-security-center;azure-service-health;vs-app-center;azure-virtual-machines;azure-app-service;azure-container-instances;azure-functions;azure-kubernetes-service;azure-logic-apps,beginner,10,2021
99,learn.az-400-define-implement-continuous-integration,https://docs.microsoft.com/en-us/learn/paths/az-400-define-implement-continuous-integration/,11,az-400,AZ-400: Define and implement continuous integration,11,"15,163","127,387",4.26%,"2,771",118,126,1757,28.81487942,"2,227",686,learn.az-400-define-implement-continuous-integration,devops-engineer;administrator;developer;solution-architect,azure;azure-devops;azure-virtual-machines;azure-automation,beginner,10,2021
100,learn.wwl.secure-your-data-applications,https://docs.microsoft.com/en-us/learn/paths/secure-your-data-applications/,4,az-500,AZ-500 part 3: Secure your data and applications,4,"1,247","12,661",9.90%,"1,050",104,121,1757,22.9982625,148,150,learn.wwl.secure-your-data-applications,administrator;security-engineer,azure;azure-active-directory;azure-key-vault;azure-sql-database;azure-sql-managed-instance,intermediate,10,2021
101,learn.wwl.manage-security-operation,https://docs.microsoft.com/en-us/learn/paths/manage-security-operation/,3,az-500,AZ-500 part 4: Manage security operation,3,"1,428","10,393",11.31%,"1,105",125,143,1757,15.43744164,167,93,learn.wwl.manage-security-operation,administrator;security-engineer,azure;azure-monitor;azure-security-center;azure-sentinel,intermediate,10,2021
102,learn.wwl.manage-identity-access,https://docs.microsoft.com/en-us/learn/paths/manage-identity-access/,5,az-500,AZ-500 part-1: Manage Identity and Access,5,"4,445","60,036",6.60%,"3,999",264,297,1757,39.96004874,226,183,learn.wwl.manage-identity-access,security-engineer,azure,intermediate,10,2021
103,learn.wwl.implement-platform-protection,https://docs.microsoft.com/en-us/learn/paths/implement-platform-protection/,4,az-500,AZ-500 part2: Implement platform protection,4,"1,439","18,710",10.90%,"1,257",137,156,1757,37.26196433,163,165,learn.wwl.implement-platform-protection,administrator;security-engineer,azure;azure-active-directory;azure-firewall,intermediate,10,2021
104,learn.wwl.designing-implementing-microsoft-azure-networking-solutions-az-700,https://docs.microsoft.com/en-us/learn/paths/design-implement-microsoft-azure-networking-solutions-az-700/,8,az-700,AZ-700 Designing and Implementing Microsoft Azure Networking Solutions,8,"9,397","78,867",2.04%,"7,873",161,184,1757,41.92500089,961,567,learn.wwl.designing-implementing-microsoft-azure-networking-solutions-az-700,administrator;network-engineer,azure-application-gateway;azure-dns;azure-expressroute;azure-firewall;azure-firewall-manager;azure-front-door;azure-load-balancer;azure-network-watcher;azure-private-link;azure-traffic-manager;azure-virtual-network;azure-virtual-wan;azure-vpn-gateway,intermediate,10,2021
105,learn.az-900-describe-identity-governance-privacy-compliance-features,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-identity-governance-privacy-compliance-features/,3,az-900,"Azure Fundamentals part 5: Describe identity, governance, privacy, and compliance features (AZ-900)",3,"50,160","751,323",31.69%,"37,503","11,886","13,454",1757,37.50543428,"24,544",92,learn.az-900-describe-identity-governance-privacy-compliance-features,administrator;data-engineer;developer;devops-engineer;business-analyst;business-user;solution-architect,azure;azure-active-directory;azure-policy;azure-blueprints;azure-rbac,beginner,10,2021
106,learn.az-900-describe-general-security-network-security-features,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-general-security-network-security-features/,2,az-900,Azure Fundamentals part 4: Describe general security and network security features (AZ-900),2,"56,876","629,313",33.16%,"41,536","13,775","15,490",1757,29.75264494,"25,560",59,learn.az-900-describe-general-security-network-security-features,administrator;developer;business-analyst;business-user;solution-architect,azure,beginner,10,2021
107,learn.az-900-describe-core-solutions-management-tools-azure,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-core-solutions-management-tools-azure/,6,az-900,Azure Fundamentals part 3: Describe core solutions and management tools on Azure (AZ-900),6,"66,136","1,456,109",24.23%,"57,716","13,983","15,565",1757,43.35016481,"30,559",140,learn.az-900-describe-core-solutions-management-tools-azure,administrator;developer;business-owner;student;technology-manager,azure;azure-cognitive-services;azure-machine-learning;azure-bot-service;azure-devops;azure-advisor;azure-monitor;azure-service-health;azure-portal;azure-clis;azure-resource-manager;azure-functions;azure-logic-apps;azure;azure-iot-hub;azure-iot-central,beginner,10,2021
108,learn.az-900-describe-core-azure-services,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-core-azure-services/,4,az-900,Azure Fundamentals part 2: Describe core Azure services (AZ-900),4,"122,586","1,902,526",17.80%,"96,838","17,233","19,456",1757,47.6346588,"37,100",160,learn.az-900-describe-core-azure-services,administrator;solution-architect;developer;student,azure;azure-app-service;azure-blob-storage;azure-container-instances;azure-container-registry;azure-cosmos-db;azure-databricks;azure-data-lake;azure-expressroute;azure-files;azure-hdinsight;azure-kubernetes-service;azure-sql-database;azure-storage;azure-storage-accounts;azure-synapse-analytics;azure-virtual-machines;azure-virtual-network;azure-vpn-gateway,beginner,10,2021
109,learn.az-900-describe-cloud-concepts,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-cloud-concepts/,3,az-900,Azure Fundamentals part 1: Describe core Azure concepts (AZ-900),3,"327,100","3,294,856",11.45%,"264,097","30,246","34,093",1757,30.14134821,"76,667",94,learn.az-900-describe-cloud-concepts,administrator;solution-architect;developer;student,azure;azure-resource-manager;azure-functions,beginner,10,2021
110,learn.az-900-describe-azure-cost-management-service-level-agreements,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-azure-cost-management-service-level-agreements/,2,az-900,Azure Fundamentals part 6: Describe Azure cost management and service level agreements (AZ-900),2,"42,113","448,361",34.89%,"33,932","11,840","13,358",1757,27.50382265,"21,533",70,learn.az-900-describe-azure-cost-management-service-level-agreements,administrator;business-analyst;business-user;data-engineer;data-scientist;developer;devops-engineer;solution-architect,azure,beginner,10,2021
111,learn-bizapps.visual-data-power-bi,https://docs.microsoft.com/en-us/learn/paths/visualize-data-power-bi/,4,da-100,Visualize data in Power BI,4,"16,256","205,551",12.78%,"11,474","1,466","1,616",1757,38.99436003,"11,774",350,learn-bizapps.visual-data-power-bi,data-analyst,power-bi,intermediate,10,2021
112,learn-bizapps.model-power-bi,https://docs.microsoft.com/en-us/learn/paths/model-power-bi/,3,da-100,Model data in Power BI,3,"24,376","233,198",13.38%,"13,808","1,848","2,044",1757,40.97996322,"12,037",331,learn-bizapps.model-power-bi,data-analyst,power-bi,intermediate,10,2021
113,learn-bizapps.manage-workspaces-datasets-power-bi,https://docs.microsoft.com/en-us/learn/paths/manage-workspaces-datasets-power-bi/,3,da-100,Manage workspaces and datasets in Power BI,3,"8,432","74,313",18.25%,"6,088","1,111","1,199",1757,25.90594363,"7,467",70,learn-bizapps.manage-workspaces-datasets-power-bi,data-analyst,power-bi,intermediate,10,2021
114,learn-bizapps.get-started-data-analytics,https://docs.microsoft.com/en-us/learn/paths/data-analytics-microsoft/,2,da-100,Get started with Microsoft data analytics,2,"124,196","642,395",17.11%,"37,425","6,403","7,034",1757,14.49888483,"19,962",76,learn-bizapps.get-started-data-analytics,data-analyst,power-bi,intermediate,10,2021
115,learn-bizapps.data-preparation-in-power-bi,https://docs.microsoft.com/en-us/learn/paths/prepare-data-power-bi/,2,da-100,Prepare data for analysis,2,"25,440","275,783",17.56%,"17,244","3,028","3,321",1757,39.61700275,"13,398",206,learn-bizapps.data-preparation-in-power-bi,data-analyst,power-bi,intermediate,10,2021
116,learn-bizapps.data-analysis-power-bi,https://docs.microsoft.com/en-us/learn/paths/perform-analytics-power-bi/,2,da-100,Data analysis in Power BI,2,"11,884","90,379",14.68%,"9,542","1,401","1,544",1757,21.9389333,"10,029",112,learn-bizapps.data-analysis-power-bi,data-analyst,power-bi,intermediate,10,2021
117,learn.wwl.create-machine-learn-models,https://docs.microsoft.com/en-us/learn/paths/create-machine-learn-models/,5,dp-100,Create machine learning models,5,"14,127","111,917",4.54%,"10,589",481,541,1757,28.92292065,"6,937",318,learn.wwl.create-machine-learn-models,ai-engineer;data-scientist;developer;student,vs-code;azure,intermediate,10,2021
118,learn.wwl.build-operate-machine-learning-solutions-azure-databricks,https://docs.microsoft.com/en-us/learn/paths/build-operate-machine-learning-solutions-azure-databricks/,10,dp-100,Build and operate machine learning solutions with Azure Databricks,10,"2,550","38,014",8.47%,"2,185",185,191,1757,32.62494118,204,260,learn.wwl.build-operate-machine-learning-solutions-azure-databricks,data-scientist,azure-databricks;azure-machine-learning,intermediate,10,2021
119,learn.data-ai.build-ai-solutions-with-azure-ml-service,https://docs.microsoft.com/en-us/learn/paths/build-ai-solutions-with-azure-ml-service/,15,dp-100,Build and operate machine learning solutions with Azure Machine Learning,15,"7,316","119,907",6.50%,"4,983",324,269,1757,43.78454529,"8,518",647,learn.data-ai.build-ai-solutions-with-azure-ml-service,data-scientist;student,azure;azure-machine-learning;azure-portal,intermediate,10,2021
120,learn.wwl.work-with-hybrid-transactional-analytical-processing-solutions,https://docs.microsoft.com/en-us/learn/paths/work-with-hybrid-transactional-analytical-processing-solutions/,4,dp-203,Work with Hybrid Transactional and Analytical Processing Solutions using Azure Synapse Analytics,4,"1,945","24,109",25.21%,"1,313",331,380,1757,29.37814053,670,146,learn.wwl.work-with-hybrid-transactional-analytical-processing-solutions,data-engineer,azure-synapse-analytics,intermediate,10,2021
121,learn.wwl.work-with-data-warehouses-using-azure-synapse-analytics,https://docs.microsoft.com/en-us/learn/paths/work-with-data-warehouses-using-azure-synapse-analytics/,9,dp-203,Work with Data Warehouses using Azure Synapse Analytics,9,"5,511","107,989",12.69%,"3,239",411,469,1757,52.35712817,"1,364",453,learn.wwl.work-with-data-warehouses-using-azure-synapse-analytics,data-engineer,azure-synapse-analytics,intermediate,10,2021
122,learn.wwl.realize-integrated-analytical-solutions-with-azure-synapse-analytics,https://docs.microsoft.com/en-us/learn/paths/realize-integrated-analytical-solutions-with-azure-synapse-analytics/,4,dp-203,Realize Integrated Analytical Solutions with Azure Synapse Analytics,4,"6,096","81,097",16.28%,"4,000",651,747,1757,35.848972,"1,400",196,learn.wwl.realize-integrated-analytical-solutions-with-azure-synapse-analytics,data-engineer,azure-synapse-analytics,beginner,10,2021
123,learn.wwl.perform-data-engineering-with-azure-synapse-apache-spark-pools,https://docs.microsoft.com/en-us/learn/paths/perform-data-engineering-with-azure-synapse-apache-spark-pools/,5,dp-203,Perform data engineering with Azure Synapse Apache Spark Pools,5,"2,843","40,287",19.35%,"1,742",337,381,1757,31.90976082,897,143,learn.wwl.perform-data-engineering-with-azure-synapse-apache-spark-pools,data-engineer,azure-synapse-analytics,intermediate,10,2021
124,learn.wwl.data-integration-scale-azure-data-factory,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,8,dp-203,Data integration at scale Azure Data Factory,8,"9,277","155,430",9.23%,"6,037",557,627,1757,53.3517211,"2,612",348,learn.wwl.data-integration-scale-azure-data-factory,data-engineer;data-scientist,azure-data-factory;azure-synapse-analytics,intermediate,10,2021
125,learn.wwl.data-engineer-azure-databricks,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,15,dp-203,Data engineering with Azure Databricks,15,"8,630","136,446",7.04%,"5,112",360,418,1757,37.83864233,"3,889",617,learn.wwl.data-engineer-azure-databricks,data-engineer,azure-databricks,intermediate,10,2021
126,learn.data-ai.implement-data-streaming-with-asa,https://docs.microsoft.com/en-us/learn/paths/implement-data-streaming-with-asa/,3,dp-203,Implement a Data Streaming Solution with Azure Streaming Analytics,3,"4,486","42,357",19.15%,"2,026",388,420,1757,25.04010254,"3,900",138,learn.data-ai.implement-data-streaming-with-asa,data-engineer,azure;azure-portal;azure-storage;azure-stream-analytics,beginner,10,2021
127,learn.data-ai.data-processing-with-azure-adls,https://docs.microsoft.com/en-us/learn/paths/data-processing-with-azure-adls/,3,dp-203,Large-Scale Data Processing with Azure Data Lake Storage Gen2,3,"8,848","71,208",20.75%,"2,019",419,470,1757,20.46990469,"4,330",125,learn.data-ai.data-processing-with-azure-adls,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner,10,2021
128,learn.data-ai.azure-for-the-data-engineer,https://docs.microsoft.com/en-us/learn/paths/azure-for-the-data-engineer/,3,dp-203,Azure for the Data Engineer,3,"15,460","147,368",11.55%,"13,508","1,560","1,748",1757,32.60235985,"12,102",111,learn.data-ai.azure-for-the-data-engineer,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner,10,2021
129,learn.wwl.plan-implement-ha-dr-environment,https://docs.microsoft.com/en-us/learn/paths/plan-implement-high-availability-disaster-recovery-environment/,3,dp-300,Plan and implement an high availability and disaster recovery environment,3,"1,081","8,141",12.48%,689,86,94,1757,25.37112242,"1,015",153,learn.wwl.plan-implement-ha-dr-environment,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,10,2021
130,learn.wwl.plan-implement-data-platform-resources,https://docs.microsoft.com/en-us/learn/paths/plan-implement-data-platform-resources/,3,dp-300,Plan and Implement Data Platform Resources,3,"2,298","15,953",11.21%,"1,124",126,133,1757,22.75564984,"1,415",176,learn.wwl.plan-implement-data-platform-resources,data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,10,2021
131,learn.wwl.optimize-query-performance-sql-server,https://docs.microsoft.com/en-us/learn/paths/optimize-query-performance-sql-server/,3,dp-300,Optimize query performance in SQL Server,3,"3,298","19,196",5.51%,"2,794",154,168,1757,22.78260562,"2,882",159,learn.wwl.optimize-query-performance-sql-server,data-analyst;data-engineer;database-administrator;developer,azure-sql-database;sql-server,intermediate,10,2021
132,learn.wwl.monitor-optimize-operational-resources-sql-server,https://docs.microsoft.com/en-us/learn/paths/monitor-optimize-operational-resources-sql-server/,5,dp-300,Monitor and optimize operational resources in SQL Server,5,"1,285","10,897",12.21%,811,99,109,1757,26.59549935,839,190,learn.wwl.monitor-optimize-operational-resources-sql-server,administrator,azure,intermediate,10,2021
133,learn.wwl.implement-secure-environment-database-service,https://docs.microsoft.com/en-us/learn/paths/implement-secure-environment-database-service/,3,dp-300,Implement a secure environment for a database service,3,"1,208","10,142",15.23%,814,124,136,1757,31.64001104,"1,392",150,learn.wwl.implement-secure-environment-database-service,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,10,2021
134,learn.wwl.automate-tasks-sql-server,https://docs.microsoft.com/en-us/learn/paths/automate-tasks-sql-server/,3,dp-300,Automate tasks in SQL Server,3,"8,410","19,008",6.75%,"1,289",87,99,1757,2.637502973,"1,709",144,learn.wwl.automate-tasks-sql-server,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,10,2021
135,learn.azure-sql-fundamentals,https://docs.microsoft.com/en-us/learn/paths/azure-sql-fundamentals/,6,dp-300,Azure SQL fundamentals,6,"9,847","68,880",2.37%,"8,002",190,205,1757,28.34724451,"6,337",434,learn.azure-sql-fundamentals,database-administrator;administrator;solution-architect,azure;azure-sql-database,beginner,10,2021
136,learn.wwl.azure-data-fundamentals-explore-relational-data,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-relational-data/,3,dp-900,Microsoft Azure Data Fundamentals: Explore relational data in Azure,3,"10,565","148,313",24.31%,"8,051","1,957","2,185",1757,47.5918331,"5,926",87,learn.wwl.azure-data-fundamentals-explore-relational-data,administrator;business-user;data-engineer;student,azure,beginner,10,2021
137,learn.wwl.azure-data-fundamentals-explore-non-relational-data,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-non-relational-data/,3,dp-900,Microsoft Azure Data Fundamentals: Explore non-relational data in Azure,3,"7,887","109,792",25.47%,"6,435","1,639","1,803",1757,53.1241431,"5,063",144,learn.wwl.azure-data-fundamentals-explore-non-relational-data,administrator;business-user;data-engineer;student,azure,beginner,10,2021
138,learn.wwl.azure-data-fundamentals-explore-data-warehouse-analytics,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-data-warehouse-analytics/,4,dp-900,Microsoft Azure Data Fundamentals: Explore modern data warehouse analytics in Azure,4,"102,562","483,639",24.90%,"7,806","1,944","2,140",1757,13.42860579,"5,902",111,learn.wwl.azure-data-fundamentals-explore-data-warehouse-analytics,administrator;business-user;data-engineer,azure,beginner,10,2021
139,learn.wwl.azure-data-fundamentals-explore-core-data-concepts,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-core-data-concepts/,5,dp-900,Microsoft Azure Data Fundamentals: Explore core data concepts,5,"25,352","342,280",15.28%,"20,923","3,196","3,552",1757,49.53751578,"12,347",99,learn.wwl.azure-data-fundamentals-explore-core-data-concepts,administrator;business-user;data-engineer;student,azure,beginner,10,2021
140,learn-dynamics.implementing-customer-engagement-online,https://docs.microsoft.com/en-us/learn/paths/implementing-customer-engagement-apps/,4,mb-200,"Work with Microsoft Power Platform tenants, environments, subscriptions, and Dynamics 365 apps",4,"1,507","15,753",12.20%,"1,074",131,150,1757,40.3806127,"2,132",315,learn-dynamics.implementing-customer-engagement-online,administrator;business-user;functional-consultant,dynamics-365;power-platform,intermediate,10,2021
141,learn-dynamics.implementing-customer-engagement-online,https://docs.microsoft.com/en-us/learn/paths/implementing-customer-engagement-apps/,4,pl-400,"Work with Microsoft Power Platform tenants, environments, subscriptions, and Dynamics 365 apps",4,"1,507","15,753",12.20%,"1,074",131,150,1757,40.3806127,"2,132",315,learn-dynamics.implementing-customer-engagement-online,administrator;business-user;functional-consultant,dynamics-365;power-platform,intermediate,10,2021
142,learn-bizapps.get-started-power-apps-portals,https://docs.microsoft.com/en-us/learn/paths/get-started-power-apps-portals/,5,mb-200,Get Started with Power Apps portals,5,"3,401","21,263",4.71%,"2,125",100,108,1757,16.55604724,"1,473",188,learn-bizapps.get-started-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate,10,2021
143,learn-bizapps.extend-power-apps-portals,https://docs.microsoft.com/en-us/learn/paths/extend-power-apps-portals/,3,mb-200,Extend Power Apps portals,3,"1,731","8,595",12.62%,753,95,103,1757,16.41618525,804,142,learn-bizapps.extend-power-apps-portals,maker;functional-consultant;administrator;developer;solution-architect,power-platform;power-apps,advanced,10,2021
144,learn-bizapps.extend-power-apps-portals,https://docs.microsoft.com/en-us/learn/paths/extend-power-apps-portals/,3,pl-400,Extend Power Apps portals,3,"1,731","8,595",12.62%,753,95,103,1757,16.41618525,804,142,learn-bizapps.extend-power-apps-portals,maker;functional-consultant;administrator;developer;solution-architect,power-platform;power-apps,advanced,10,2021
145,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,mb-200,Create and use analytics reports with Power BI,6,"127,078","749,574",6.63%,"26,265","1,741","1,876",1757,14.78044364,"27,257",375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,10,2021
