*Time stamp		count-src,src-ip		count-dest,dest-ip		count-anyport-src,ip		count-anyport-dest,ip
1998-06-2411:15:30	1	"172.016.115.005"	3	"204.146.018.033"	6	"172.016.115.005"	3	"204.146.018.033"
1998-06-2410:33:02	1	"195.073.151.050"	2	"207.025.071.145"	3	"195.073.151.050"	2	"207.025.071.145"
1998-06-2410:03:02	1	"172.016.117.103"	1	"172.016.114.050"	2	"172.016.117.103"	1	"208.224.175.019"
1998-06-2412:17:36	6	"197.218.177.069"	3	"135.013.216.191"	6	"197.218.177.069"	6	"172.016.114.207"
1998-06-2409:34:55	6	"172.016.114.148"	3	"204.146.018.033"	6	"172.016.114.148"	6	"195.073.151.050"
1998-06-2411:14:56	1	"172.016.115.005"	2	"204.146.018.033"	4	"172.016.115.005"	2	"204.146.018.033"
1998-06-2417:03:00	2	"192.168.001.010"	3	"194.027.251.021"	3	"172.016.112.020"	3	"194.027.251.021"
1998-06-2409:09:52	1	"172.016.114.168"	4	"196.037.075.158"	4	"172.016.114.168"	5	"196.037.075.158"
1998-06-2412:18:13	18	"197.218.177.069"	2	"135.013.216.191"	18	"197.218.177.069"	18	"172.016.114.207"
1998-06-2418:16:43	7	"192.168.001.010"	2	"192.168.001.020"	7	"192.168.001.010"	6	"172.016.116.044"
1998-06-2411:24:32	1	"194.027.251.021"	1	"209.068.008.234"	8	"194.027.251.021"	1	"209.068.008.234"
1998-06-2414:44:43	1	"196.037.075.158"	2	"204.096.116.009"	3	"172.016.114.148"	2	"204.096.116.009"
1998-06-2416:06:03	1	"196.227.033.189"	2	"192.168.001.010"	3	"172.016.115.005"	2	"192.168.001.010"
1998-06-2410:11:29	1	"195.073.151.050"	2	"172.016.112.207"	8	"135.013.216.191"	2	"207.025.071.145"
1998-06-2423:37:36	1	"172.016.115.087"	2	"204.141.025.078"	2	"192.168.001.010"	2	"204.141.025.078"
1998-06-2415:13:50	1	"194.007.248.153"	1	"172.016.112.194"	2	"194.027.251.021"	1	"209.003.101.137"
1998-06-2414:24:44	1	"195.115.218.108"	3	"209.061.101.125"	5	"172.016.114.168"	3	"209.061.101.125"
1998-06-2412:12:39	1	"197.218.177.069"	3	"172.016.112.207"	4	"197.218.177.069"	3	"172.016.112.207"
1998-06-2415:01:10	10	"172.016.114.148"	2	"172.016.114.050"	10	"172.016.114.148"	10	"195.115.218.108"
1998-06-2416:46:17	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	10	"192.168.001.010"
1998-06-2412:26:55	3	"197.218.177.069"	4	"172.016.114.169"	4	"197.218.177.069"	5	"172.016.114.207"
1998-06-2413:53:00	1	"196.227.033.189"	3	"167.008.029.016"	6	"172.016.114.207"	3	"167.008.029.016"
1998-06-2408:58:06	1	"172.016.113.204"	2	"134.205.165.120"	2	"172.016.114.207"	2	"134.205.165.120"
1998-06-2408:50:29	1	"172.016.116.194"	2	"209.001.031.043"	2	"172.016.114.207"	2	"209.001.224.012"
1998-06-2413:51:42	1	"172.016.114.207"	3	"172.016.113.105"	3	"172.016.114.207"	4	"172.016.113.105"
1998-06-2409:10:35	4	"197.218.177.069"	3	"204.071.200.074"	6	"197.218.177.069"	4	"172.016.112.149"
1998-06-2415:05:52	1	"172.016.115.005"	2	"134.205.165.120"	5	"172.016.115.005"	2	"134.205.165.120"
1998-06-2414:37:46	1	"197.218.177.069"	2	"172.016.114.207"	2	"197.218.177.069"	2	"172.016.114.207"
1998-06-2408:58:39	1	"172.016.114.207"	3	"134.205.165.120"	4	"172.016.114.207"	3	"134.205.165.120"
1998-06-2416:47:52	2	"172.016.116.044"	14	"192.168.001.010"	13	"172.016.116.044"	14	"192.168.001.010"
1998-06-2414:04:43	1	"172.016.117.111"	2	"207.025.071.023"	3	"194.007.248.153"	2	"207.025.071.023"
1998-06-2409:53:15	22	"172.016.114.148"	1	"192.168.001.020"	22	"172.016.114.148"	22	"196.227.033.189"
1998-06-2410:37:32	1	"197.218.177.069"	1	"194.007.248.153"	3	"197.218.177.069"	2	"172.016.114.168"
1998-06-2420:34:43	1	"172.016.117.103"	1	"205.181.112.065"	2	"172.016.117.103"	1	"205.181.112.122"
1998-06-2417:39:26	3	"192.168.001.010"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2413:48:16	1	"195.115.218.108"	3	"195.115.218.108"	4	"172.016.113.204"	3	"195.115.218.108"
1998-06-2411:35:01	1	"196.227.033.189"	3	"192.151.011.032"	10	"196.227.033.189"	3	"192.151.011.032"
1998-06-2414:55:45	18	"197.218.177.069"	3	"192.168.001.010"	19	"197.218.177.069"	19	"172.016.112.207"
1998-06-2411:32:19	22	"172.016.114.148"	2	"172.016.114.148"	22	"172.016.114.148"	19	"197.182.091.233"
1998-06-2416:40:05	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2415:41:45	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	7	"192.168.001.010"
1998-06-2413:56:29	1	"172.016.115.005"	2	"206.161.232.085"	6	"172.016.115.005"	3	"194.027.251.021"
1998-06-2413:21:43	1	"172.016.113.204"	2	"204.250.200.020"	4	"172.016.115.005"	2	"204.250.200.020"
1998-06-2414:10:27	1	"195.115.218.108"	2	"128.192.252.005"	3	"172.016.113.105"	2	"128.192.252.005"
1998-06-2412:08:00	1	"192.168.001.010"	2	"137.245.085.134"	2	"172.016.113.084"	2	"137.245.085.134"
1998-06-2416:46:26	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2415:07:32	1	"172.016.115.005"	2	"152.163.210.008"	5	"172.016.117.111"	2	"207.046.148.250"
1998-06-2414:02:50	1	"172.016.117.132"	2	"209.001.224.012"	5	"172.016.117.132"	2	"209.001.224.012"
1998-06-2413:22:34	1	"172.016.114.169"	3	"204.029.144.016"	4	"172.016.113.105"	3	"204.029.144.016"
1998-06-2412:26:40	4	"197.218.177.069"	2	"204.123.002.075"	7	"135.013.216.191"	5	"172.016.114.207"
1998-06-2414:19:08	1	"172.016.117.111"	2	"195.073.151.050"	2	"172.016.113.105"	2	"199.183.024.253"
1998-06-2414:21:36	1	"196.227.033.189"	3	"128.192.252.005"	4	"196.227.033.189"	3	"128.192.252.005"
1998-06-2414:06:38	1	"172.016.117.111"	3	"135.008.060.182"	3	"172.016.113.105"	3	"135.008.060.182"
1998-06-2412:15:02	1	"172.016.116.201"	3	"195.115.218.108"	3	"172.016.116.201"	3	"195.115.218.108"
1998-06-2413:29:19	1	"172.016.116.194"	3	"135.008.060.182"	4	"172.016.112.149"	3	"135.008.060.182"
1998-06-2411:16:30	4	"172.016.114.148"	1	"194.007.248.153"	4	"172.016.114.148"	4	"194.007.248.153"
1998-06-2410:09:50	1	"197.182.091.233"	2	"205.216.163.090"	3	"172.016.117.103"	2	"205.216.163.090"
1998-06-2414:11:23	1	"172.016.117.052"	4	"199.183.024.253"	4	"172.016.113.105"	4	"199.183.024.253"
1998-06-2414:39:24	1	"172.016.117.132"	2	"136.149.142.178"	2	"172.016.117.132"	2	"209.001.224.012"
1998-06-2416:38:30	22	"197.218.177.069"	9	"192.168.001.010"	22	"197.218.177.069"	22	"172.016.112.149"
1998-06-2413:52:51	1	"195.115.218.108"	3	"167.008.029.016"	4	"195.115.218.108"	3	"206.039.184.002"
1998-06-2408:19:08	2	"172.016.112.020"	69	"205.181.112.065"	77	"172.016.113.204"	69	"205.181.112.065"
1998-06-2408:45:07	1	"192.168.001.010"	4	"129.128.004.241"	7	"172.016.113.204"	4	"129.128.004.241"
1998-06-2417:05:03	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2415:12:01	1	"197.182.091.233"	3	"207.025.071.027"	3	"172.016.115.005"	3	"207.025.071.027"
1998-06-2415:34:51	2	"172.016.116.044"	5	"192.168.001.010"	7	"194.027.251.021"	5	"192.168.001.010"
1998-06-2412:24:39	1	"196.227.033.189"	2	"165.230.116.132"	2	"172.016.117.052"	2	"172.016.114.050"
1998-06-2415:44:00	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2413:15:46	1	"195.115.218.108"	3	"172.016.114.050"	5	"195.115.218.108"	3	"172.016.114.050"
1998-06-2412:16:25	1	"197.182.091.233"	2	"172.016.112.207"	5	"194.027.251.021"	2	"172.016.114.148"
1998-06-2409:33:47	4	"172.016.114.148"	3	"172.016.113.084"	6	"172.016.114.207"	6	"194.027.251.021"
1998-06-2416:29:31	2	"192.168.001.010"	13	"192.168.001.010"	13	"172.016.116.044"	14	"192.168.001.010"
1998-06-2415:19:24	1	"172.016.115.005"	1	"208.134.241.155"	2	"172.016.117.111"	1	"208.221.032.046"
1998-06-2409:36:17	6	"197.218.177.069"	2	"196.227.033.189"	6	"197.218.177.069"	6	"172.016.112.207"
1998-06-2415:47:18	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2409:41:29	1	"172.016.117.103"	2	"207.121.190.172"	3	"172.016.114.168"	2	"207.121.190.172"
1998-06-2416:00:32	6	"197.218.177.069"	2	"151.193.131.015"	9	"197.218.177.069"	8	"172.016.112.149"
1998-06-2417:21:44	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2413:28:05	4	"197.218.177.069"	4	"205.164.196.010"	7	"172.016.114.169"	4	"205.164.196.010"
1998-06-2411:58:07	1	"172.016.117.052"	1	"198.011.057.054"	3	"172.016.117.052"	1	"207.046.148.250"
1998-06-2413:57:20	1	"195.115.218.108"	2	"197.182.091.233"	4	"172.016.114.169"	2	"197.182.091.233"
1998-06-2418:07:08	2	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"	2	"192.168.001.010"
1998-06-2414:55:11	1	"172.016.115.005"	2	"207.025.071.027"	4	"172.016.113.105"	3	"172.016.114.050"
1998-06-2415:22:23	1	"194.027.251.021"	1	"187.187.187.187"	2	"172.016.115.005"	2	"172.016.112.194"
1998-06-2414:08:00	1	"172.016.115.005"	2	"208.212.212.232"	3	"172.016.117.132"	2	"209.020.130.037"
1998-06-2417:36:03	2	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2416:01:12	4	"197.218.177.069"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2415:32:58	1	"172.016.116.044"	2	"198.097.093.030"	4	"172.016.113.105"	2	"198.097.093.030"
1998-06-2415:59:04	2	"172.016.116.044"	4	"192.168.001.010"	6	"172.016.116.044"	4	"192.168.001.010"
1998-06-2411:02:41	1	"172.016.115.087"	1	"207.025.071.178"	2	"172.016.115.087"	1	"207.025.071.178"
1998-06-2413:26:59	1	"197.182.091.233"	4	"204.029.144.200"	5	"172.016.114.168"	4	"204.029.144.200"
1998-06-2408:27:09	1	"172.016.114.207"	18	"152.163.210.008"	22	"172.016.113.204"	18	"152.163.210.008"
1998-06-2414:23:25	1	"172.016.117.103"	1	"209.130.063.160"	3	"172.016.114.168"	1	"209.130.063.160"
1998-06-2414:25:42	1	"172.016.117.132"	3	"206.071.077.228"	6	"195.115.218.108"	3	"206.071.077.228"
1998-06-2411:38:08	1	"192.168.001.005"	2	"192.150.012.103"	3	"172.016.115.005"	2	"192.150.012.103"
1998-06-2412:03:41	4	"197.218.177.069"	1	"135.013.216.191"	4	"197.218.177.069"	4	"172.016.112.149"
1998-06-2413:37:12	1	"196.037.075.158"	2	"205.169.236.247"	11	"196.037.075.158"	2	"205.169.236.247"
1998-06-2413:05:54	1	"172.016.114.169"	2	"195.067.049.017"	2	"172.016.114.169"	2	"207.025.071.145"
1998-06-2417:16:31	1	"172.016.117.111"	2	"135.008.060.182"	2	"172.016.117.111"	2	"135.008.060.182"
1998-06-2416:09:51	5	"197.218.177.069"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2413:04:50	1	"172.016.115.005"	2	"207.178.060.136"	7	"172.016.113.105"	2	"207.178.060.136"
1998-06-2412:02:45	10	"197.218.177.069"	2	"172.016.114.148"	10	"197.218.177.069"	6	"172.016.112.149"
1998-06-2413:47:52	1	"196.227.033.189"	3	"196.227.033.189"	10	"196.227.033.189"	4	"196.227.033.189"
1998-06-2415:41:07	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2412:08:07	1	"192.168.001.001"	2	"152.163.210.053"	2	"172.016.116.201"	2	"152.163.210.053"
1998-06-2414:11:15	1	"172.016.117.132"	4	"199.183.024.253"	5	"172.016.113.105"	4	"199.183.024.253"
1998-06-2415:36:06	2	"172.016.116.044"	3	"199.104.078.003"	8	"135.013.216.191"	3	"199.104.078.003"
1998-06-2419:40:46	3	"192.168.001.010"	1	"192.168.001.020"	3	"192.168.001.010"	3	"172.016.116.044"
1998-06-2413:44:38	1	"196.037.075.158"	2	"172.016.112.194"	4	"196.037.075.158"	2	"172.016.112.194"
1998-06-2409:18:52	1	"192.168.001.020"	2	"206.019.042.011"	3	"172.016.114.168"	2	"206.099.246.005"
1998-06-2415:28:30	1	"192.168.001.001"	3	"205.181.112.066"	5	"172.016.115.005"	3	"205.181.112.066"
1998-06-2414:05:12	1	"172.016.117.111"	2	"172.016.114.168"	3	"194.007.248.153"	2	"172.016.114.168"
1998-06-2416:19:33	3	"197.218.177.069"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2415:49:49	1	"172.016.114.169"	2	"204.029.144.016"	3	"172.016.114.169"	3	"135.013.216.191"
1998-06-2413:47:30	1	"196.227.033.189"	2	"207.077.090.013"	7	"196.227.033.189"	2	"207.077.090.013"
1998-06-2413:06:07	4	"172.016.114.148"	2	"195.067.049.017"	4	"172.016.114.148"	4	"196.227.033.189"
1998-06-2417:29:19	1	"196.037.075.158"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2414:31:53	1	"172.016.114.168"	2	"195.200.004.018"	3	"172.016.114.168"	2	"195.200.004.018"
1998-06-2415:04:50	1	"196.037.075.158"	3	"172.016.113.105"	6	"196.037.075.158"	3	"195.115.218.108"
1998-06-2411:05:57	1	"172.016.115.087"	2	"135.013.216.191"	7	"172.016.114.169"	3	"135.013.216.191"
1998-06-2415:46:45	2	"172.016.114.148"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2417:08:02	1	"195.073.151.050"	6	"192.168.001.010"	5	"172.016.116.044"	6	"192.168.001.010"
1998-06-2411:32:11	19	"172.016.114.148"	2	"172.016.114.148"	19	"172.016.114.148"	19	"197.182.091.233"
1998-06-2419:03:27	2	"192.168.001.010"	3	"192.168.001.010"	3	"172.016.116.044"	3	"192.168.001.010"
1998-06-2408:20:53	1	"172.016.113.204"	18	"038.165.144.107"	19	"172.016.113.204"	18	"038.165.144.107"
1998-06-2417:22:57	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2417:24:33	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2412:32:18	1	"172.016.115.087"	2	"137.245.085.134"	4	"172.016.114.168"	2	"207.046.130.139"
1998-06-2417:10:06	6	"172.016.114.148"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2416:32:29	103	"197.182.091.233"	4	"192.168.001.010"	103	"197.182.091.233"	4	"192.168.001.010"
1998-06-2413:25:42	1	"196.037.075.158"	3	"197.182.091.233"	7	"135.008.060.182"	3	"197.182.091.233"
1998-06-2408:31:33	1	"195.115.218.108"	16	"137.245.085.134"	16	"172.016.113.204"	16	"137.245.085.134"
1998-06-2416:37:12	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2416:51:24	2	"172.016.116.044"	16	"192.168.001.010"	16	"172.016.116.044"	16	"192.168.001.010"
1998-06-2414:36:08	1	"172.016.115.234"	3	"136.149.142.178"	3	"172.016.117.132"	3	"136.149.142.178"
1998-06-2412:14:23	18	"197.218.177.069"	2	"209.001.112.251"	20	"197.218.177.069"	18	"172.016.114.207"
1998-06-2415:59:09	2	"172.016.116.044"	2	"209.001.112.251"	4	"172.016.116.044"	2	"209.001.112.251"
1998-06-2414:33:50	1	"192.168.001.010"	3	"134.205.165.120"	5	"172.016.114.207"	3	"134.205.165.120"
1998-06-2408:18:07	2	"192.168.001.005"	3	"195.115.218.108"	6	"172.016.114.169"	3	"195.115.218.108"
1998-06-2416:18:38	4	"172.016.114.148"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2411:41:20	4	"172.016.114.148"	2	"135.013.216.191"	6	"172.016.114.148"	4	"135.008.060.182"
1998-06-2415:59:43	30	"197.218.177.069"	3	"209.001.112.251"	30	"197.218.177.069"	30	"172.016.114.207"
1998-06-2413:18:00	1	"197.182.091.233"	4	"192.168.001.010"	5	"172.016.114.169"	4	"192.168.001.010"
1998-06-2414:17:53	1	"195.073.151.050"	2	"199.181.172.241"	3	"195.073.151.050"	2	"199.181.172.241"
1998-06-2417:32:48	2	"192.168.001.010"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2416:47:26	2	"172.016.116.044"	14	"192.168.001.010"	11	"172.016.116.044"	14	"192.168.001.010"
1998-06-2415:24:08	15	"197.218.177.069"	1	"207.068.137.069"	15	"197.218.177.069"	9	"172.016.112.194"
1998-06-2412:17:43	18	"197.218.177.069"	3	"135.013.216.191"	18	"197.218.177.069"	18	"172.016.114.207"
1998-06-2413:24:25	1	"197.182.091.233"	2	"165.227.194.060"	3	"197.182.091.233"	2	"165.227.194.060"
1998-06-2416:12:00	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2417:31:50	3	"192.168.001.010"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2416:22:44	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2410:34:57	1	"197.218.177.069"	1	"172.016.114.148"	3	"172.016.116.201"	1	"209.001.112.251"
1998-06-2409:20:56	4	"172.016.114.148"	2	"206.099.246.005"	4	"172.016.114.148"	4	"196.037.075.158"
1998-06-2423:26:16	1	"192.168.001.010"	3	"172.016.112.207"	3	"192.168.001.010"	3	"172.016.112.207"
1998-06-2414:30:08	1	"194.027.251.021"	2	"207.159.136.028"	8	"194.027.251.021"	2	"209.100.054.065"
1998-06-2416:59:28	2	"172.016.116.044"	7	"192.168.001.010"	9	"194.027.251.021"	7	"192.168.001.010"
1998-06-2417:02:06	1	"172.016.113.105"	4	"172.016.114.050"	6	"195.115.218.108"	4	"172.016.114.050"
1998-06-2413:06:02	4	"172.016.114.148"	2	"195.067.049.017"	4	"172.016.114.148"	4	"196.227.033.189"
1998-06-2410:49:28	1	"172.016.115.087"	3	"152.163.210.053"	3	"172.016.115.087"	3	"152.163.210.053"
1998-06-2412:03:31	6	"197.218.177.069"	2	"135.008.060.182"	6	"197.218.177.069"	6	"172.016.112.149"
1998-06-2415:17:16	18	"197.218.177.069"	2	"198.097.093.030"	18	"197.218.177.069"	18	"172.016.112.194"
1998-06-2416:52:14	2	"172.016.116.044"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2413:20:22	1	"172.016.117.132"	3	"131.084.001.031"	3	"172.016.116.194"	3	"131.084.001.031"
1998-06-2415:40:52	2	"172.016.116.044"	3	"208.144.113.029"	4	"172.016.115.005"	3	"208.144.113.029"
1998-06-2408:33:18	1	"172.016.115.234"	23	"206.132.025.071"	23	"172.016.113.204"	23	"206.132.025.071"
1998-06-2416:40:53	2	"172.016.116.044"	8	"192.168.001.010"	7	"194.027.251.021"	8	"192.168.001.010"
1998-06-2410:59:39	1	"172.016.117.103"	2	"134.205.165.120"	3	"172.016.113.084"	2	"194.200.207.049"
1998-06-2418:43:51	4	"192.168.001.010"	1	"172.016.112.020"	4	"192.168.001.010"	3	"172.016.116.044"
1998-06-2412:23:05	24	"197.218.177.069"	1	"172.016.113.105"	24	"197.218.177.069"	24	"172.016.113.105"
1998-06-2413:19:39	1	"172.016.117.132"	3	"134.205.165.120"	3	"172.016.116.194"	3	"134.205.165.120"
1998-06-2412:00:49	1	"172.016.114.168"	2	"172.016.112.207"	9	"135.008.060.182"	2	"172.016.112.207"
1998-06-2413:47:42	1	"194.027.251.021"	2	"196.227.033.189"	7	"196.227.033.189"	3	"196.227.033.189"
1998-06-2415:15:46	6	"172.016.114.148"	2	"172.016.113.084"	11	"172.016.114.148"	6	"196.227.033.189"
1998-06-2411:59:53	1	"172.016.117.052"	3	"203.018.051.047"	3	"172.016.114.169"	3	"203.018.051.047"
1998-06-2414:55:27	2	"197.218.177.069"	2	"207.025.071.027"	4	"135.013.216.191"	3	"172.016.114.050"
1998-06-2415:18:42	1	"192.168.001.001"	1	"208.134.241.222"	4	"197.218.177.069"	1	"209.116.084.055"
1998-06-2414:56:48	1	"172.016.115.005"	3	"135.013.216.191"	5	"172.016.114.148"	3	"135.013.216.191"
1998-06-2412:42:53	1	"172.016.115.087"	4	"130.219.034.100"	4	"172.016.115.087"	4	"130.219.034.100"
1998-06-2409:12:41	900	"207.103.080.104"	45	"172.016.118.040"	900	"207.103.080.104"	45	"172.016.118.100"
1998-06-2413:22:42	1	"172.016.115.005"	2	"204.029.144.016"	3	"172.016.114.169"	2	"208.028.204.071"
1998-06-2416:00:39	6	"197.218.177.069"	2	"204.029.144.200"	9	"197.218.177.069"	8	"172.016.112.149"
1998-06-2500:11:48	1	"172.016.116.194"	2	"209.061.101.125"	3	"172.016.116.194"	2	"209.061.101.125"
1998-06-2416:32:27	52	"197.182.091.233"	5	"192.168.001.010"	52	"197.182.091.233"	5	"192.168.001.010"
1998-06-2414:30:10	1	"194.027.251.021"	2	"172.016.114.207"	8	"194.027.251.021"	2	"209.100.054.065"
1998-06-2413:24:45	1	"172.016.114.169"	2	"172.016.114.207"	7	"197.182.091.233"	3	"172.016.114.148"
1998-06-2410:17:54	4	"197.218.177.069"	2	"207.046.148.250"	4	"197.218.177.069"	4	"172.016.112.050"
1998-06-2416:42:39	2	"172.016.116.044"	13	"192.168.001.010"	13	"172.016.116.044"	13	"192.168.001.010"
1998-06-2415:08:37	1	"172.016.115.005"	2	"199.181.172.241"	5	"172.016.115.005"	2	"199.181.172.241"
1998-06-2414:37:38	1	"172.016.115.005"	2	"172.016.114.207"	3	"135.008.060.182"	2	"205.232.088.166"
1998-06-2411:13:46	1	"172.016.115.087"	2	"136.149.142.178"	3	"172.016.115.005"	2	"136.149.142.178"
1998-06-2415:25:31	1	"194.027.251.021"	2	"172.016.112.207"	9	"135.013.216.191"	3	"195.115.218.108"
1998-06-2412:57:41	1	"172.016.113.105"	2	"160.079.217.102"	5	"172.016.114.169"	3	"197.182.091.233"
1998-06-2417:27:14	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2416:34:21	2	"172.016.116.044"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2416:25:44	5	"172.016.114.148"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2414:03:32	1	"172.016.117.132"	2	"207.025.071.023"	8	"172.016.117.132"	2	"208.134.241.155"
1998-06-2414:13:41	1	"172.016.117.103"	4	"207.025.071.145"	5	"197.218.177.069"	4	"207.025.071.145"
1998-06-2413:33:25	1	"172.016.115.005"	2	"156.046.046.226"	7	"172.016.114.168"	2	"206.132.025.071"
1998-06-2409:51:23	6	"197.218.177.069"	3	"209.043.240.171"	6	"197.218.177.069"	6	"172.016.113.084"
1998-06-2413:23:21	1	"172.016.116.194"	3	"134.131.080.009"	4	"172.016.114.169"	3	"134.205.165.120"
1998-06-2418:24:53	4	"192.168.001.010"	2	"209.100.054.065"	4	"192.168.001.010"	4	"172.016.116.044"
1998-06-2421:25:43	1	"172.016.117.103"	2	"205.200.037.091"	3	"172.016.117.103"	2	"205.200.037.091"
1998-06-2411:42:55	4	"197.218.177.069"	1	"172.016.113.105"	4	"197.218.177.069"	4	"172.016.113.105"
1998-06-2416:24:06	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2418:26:29	4	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2416:50:07	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2409:29:30	1	"197.182.091.233"	2	"172.016.114.207"	2	"197.182.091.233"	2	"172.016.114.207"
1998-06-2420:13:48	1	"172.016.115.087"	3	"209.049.066.074"	3	"172.016.115.087"	3	"209.049.066.074"
1998-06-2416:46:47	2	"172.016.116.044"	13	"192.168.001.010"	13	"172.016.116.044"	13	"192.168.001.010"
1998-06-2415:42:56	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2417:55:13	2	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2417:26:57	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2415:57:31	2	"172.016.116.044"	16	"192.168.001.010"	16	"172.016.116.044"	17	"192.168.001.010"
1998-06-2411:34:58	1	"195.073.151.050"	3	"192.151.011.032"	8	"196.227.033.189"	3	"192.151.011.032"
1998-06-2417:40:45	3	"192.168.001.010"	1	"172.016.116.044"	3	"192.168.001.010"	3	"172.016.116.044"
1998-06-2414:33:54	1	"172.016.114.207"	3	"134.205.165.120"	7	"172.016.114.207"	3	"134.205.165.120"
1998-06-2409:51:35	6	"197.218.177.069"	3	"209.043.240.171"	6	"197.218.177.069"	6	"172.016.113.084"
1998-06-2416:59:29	2	"172.016.116.044"	7	"192.168.001.010"	9	"194.027.251.021"	7	"192.168.001.010"
1998-06-2415:06:31	1	"196.227.033.189"	3	"207.025.071.027"	5	"172.016.115.005"	3	"207.025.071.027"
1998-06-2413:33:24	1	"172.016.117.052"	2	"152.163.202.133"	7	"172.016.114.168"	2	"206.132.025.071"
1998-06-2409:57:15	1	"172.016.114.168"	2	"199.104.078.003"	4	"172.016.117.103"	2	"199.104.078.003"
1998-06-2409:01:55	6	"197.218.177.069"	2	"137.245.085.134"	6	"197.218.177.069"	6	"172.016.114.169"
1998-06-2413:53:42	1	"172.016.114.207"	3	"207.025.071.027"	6	"172.016.114.207"	3	"207.025.071.027"
1998-06-2417:09:47	4	"172.016.114.148"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2412:22:56	24	"197.218.177.069"	1	"172.016.113.105"	24	"197.218.177.069"	24	"172.016.113.105"
1998-06-2419:49:17	5	"192.168.001.010"	1	"172.016.116.044"	5	"192.168.001.010"	4	"172.016.116.044"
1998-06-2412:42:08	1	"196.037.075.158"	2	"207.046.148.250"	2	"196.037.075.158"	2	"207.046.148.250"
1998-06-2417:29:27	1	"195.073.151.050"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2416:26:38	25	"172.016.114.148"	5	"192.168.001.010"	25	"172.016.114.148"	19	"135.013.216.191"
1998-06-2412:46:40	1	"172.016.114.050"	3	"172.016.113.105"	4	"172.016.112.020"	3	"192.168.001.010"
1998-06-2409:15:24	1	"172.016.117.103"	1	"172.016.112.020"	2	"172.016.116.194"	1	"208.204.243.247"
